gold_label	sentence1	sentence2
Support	A couple sits alone in front of a large statue late at night.	They are talking about what they are going to do
Neutral	A couple sits alone in front of a large statue late at night.	People are enjoy to seeing a statue
Invalidate	Two women observe each other in a crowded room.	A women is stuck in traffic at the end of her busy day.
Support	Two women observe each other in a crowded room.	The close friends decide to get a coffee to catch up after all this time.
Neutral	Two women observe each other in a crowded room.	When friends have not seen each other in awhile
Invalidate	A guy reads a book while sitting in front of a piano.	He dropped the textbook on the piano
Support	A guy reads a book while sitting in front of a piano.	He found out one page was missing
Neutral	A guy reads a book while sitting in front of a piano.	His mother came into the room without him realizing it
Invalidate	Several children are playing hockey on opposing teams and attempting to score a goal.	Children are gossiping each other way back to their houses after the match.
Support	Several children are playing hockey on opposing teams and attempting to score a goal.	There is way more than one kid.
Neutral	Several children are playing hockey on opposing teams and attempting to score a goal.	The kids love to play.
Invalidate	A man wearing a jacket sitting and smoking a cigarette	The man washes his jacket at home.
Support	A man wearing a jacket sitting and smoking a cigarette	He takes a long puff of the cigarette as he relaxes.
Neutral	A man wearing a jacket sitting and smoking a cigarette	Smoking cigarettes is a major cause of death.
Invalidate	Three men dressed in all black suits are reading from some notes.	Getting ready for work after reading notes.
Support	Three men dressed in all black suits are reading from some notes.	Three men reading notes wearing black dress
Neutral	Three men dressed in all black suits are reading from some notes.	Good habbits to read notes in all together.
Invalidate	The white and brown dog is shaking its ears.	The dog went into deep sleep and it is still.
Support	The white and brown dog is shaking its ears.	While shaking its ears
Neutral	The white and brown dog is shaking its ears.	It is enjoyable to see an active dog.
Invalidate	four men that appear to excavating old ruins.	The men are making a report of the excavation.
Support	four men that appear to excavating old ruins.	They heard sound of a metal beneath
Neutral	four men that appear to excavating old ruins.	We need to treasure our culture
Invalidate	An African American boy jumps over boxes at a track.	The boy gets some food at a restaurant.
Support	An African American boy jumps over boxes at a track.	The boy leaps as high as he can.
Neutral	An African American boy jumps over boxes at a track.	Most boys like to jump in the air.
Invalidate	Asian students wearing blazers sit at different tables and look at books.	The asian students go to the cafeteria to eat.
Support	Asian students wearing blazers sit at different tables and look at books.	The asian students are studying for their exams.
Neutral	Asian students wearing blazers sit at different tables and look at books.	The asian students look bored.
Invalidate	An audience at a live concert cheering on the band.	The audience drives home in their respective cars.
Support	An audience at a live concert cheering on the band.	The audience applauds as loud as the can.
Neutral	An audience at a live concert cheering on the band.	Most people enjoy watching bands play.
Invalidate	A woman in a white shirts plays in the leafs with two children.	one of the children run off and the woman shouted at him
Support	A woman in a white shirts plays in the leafs with two children.	in the fall the family enjoys the leaves in the park
Neutral	A woman in a white shirts plays in the leafs with two children.	many people wanted to go in the park in order to have some photos
Invalidate	Two men are observing a chemical reaction.	Two men are succeded in their research.
Support	Two men are observing a chemical reaction.	It is difficult to do on chemical reaction.
Neutral	Two men are observing a chemical reaction.	These days
Invalidate	Three women or girls stand and sit in the shade of a tree while a group of small children sits inside the doorway of a building.	no one can stand there beacuse a storm is coming
Support	Three women or girls stand and sit in the shade of a tree while a group of small children sits inside the doorway of a building.	it is such a hot day no one could stay in the sun
Neutral	Three women or girls stand and sit in the shade of a tree while a group of small children sits inside the doorway of a building.	a car passed by and stopped near the doorway. a man entered to go home
Invalidate	Two people are sumo wrestling.	The referee makes the two people stop wrestling and leave the mat.
Support	Two people are sumo wrestling.	The two wrestlers are getting tired as the match progresses.
Neutral	Two people are sumo wrestling.	Sumo wrestling is a popular sport in some countries.
Invalidate	Five men in uniform stand together near a building.	They are going to reach home
Support	Five men in uniform stand together near a building.	The security peoples are staying unitedly closer to the concrete structure.
Neutral	Five men in uniform stand together near a building.	Security peoples are staying unitedly closer to the concrete structure will help to safequard the area.
Invalidate	The woman wearing the pink jacket has thrown a Frisbee for the dog to catch.	the woman is playing with her child at home
Support	The woman wearing the pink jacket has thrown a Frisbee for the dog to catch.	the dog brought back the frisby
Neutral	The woman wearing the pink jacket has thrown a Frisbee for the dog to catch.	dogs love fetching for things
Invalidate	Many people dancing while others play the conga drums.	They are going to reach home
Support	Many people dancing while others play the conga drums.	Their performace attracts many visitors as they used some new steps and sounds
Neutral	Many people dancing while others play the conga drums.	By doing our cultural works with dedication and innovative methods
Invalidate	Mother and son on seesaw playing.	They are preparing dinner together.
Support	Mother and son on seesaw playing.	They are playing together.
Neutral	Mother and son on seesaw playing.	October is her favorite month of the year.
Invalidate	the man is giving the other man a haircut	Both the men are doing lunch together.
Support	the man is giving the other man a haircut	Hair dresser is busy and will take another fifteen minutes to complete his job.
Neutral	the man is giving the other man a haircut	Parents are not concerned about hair styles of kids now a days.
Invalidate	A cruise ship is very close to the seashore.	the ship changed the initial idea and turned around twards the sea
Support	A cruise ship is very close to the seashore.	the ship stops in order to refill the diesel tanks
Neutral	A cruise ship is very close to the seashore.	the ship was the biggest of the whole shore
Invalidate	Two boys and a ball	The boys get some food in the kitchen.
Support	Two boys and a ball	The boys play with the sphere.
Neutral	Two boys and a ball	Most boys like to play with balls.
Invalidate	Five people are about to perform a dance.	The people go out to get some food.
Support	Five people are about to perform a dance.	The people stand in their starting positions for the dance.
Neutral	Five people are about to perform a dance.	Dancing can be a good form of exercise.
Invalidate	A person riding a bicycle wearing a green shirt.	He feel very comfortable using autp vehicle
Support	A person riding a bicycle wearing a green shirt.	He is going to have lunch
Neutral	A person riding a bicycle wearing a green shirt.	Biovehicle is always good for the environment and reduce the pollution level gradually
Invalidate	A brown duck with a green head flaps its wings in the water.	The duck gets some food in his nest.
Support	A brown duck with a green head flaps its wings in the water.	The duck tries to get the water off its wings.
Neutral	A brown duck with a green head flaps its wings in the water.	Most ducks live in the water.
Invalidate	Two men standing in the surf on a beach.	Men are taking rest while lying down on the beach.
Support	Two men standing in the surf on a beach.	Men are saying that waves are so amazing.
Neutral	Two men standing in the surf on a beach.	Men like to go to the beaches regularly.
Invalidate	Girls are playing volleyball.	They are excited over winning the match
Support	Girls are playing volleyball.	The girls are taking utmost care to score maximum
Neutral	Girls are playing volleyball.	More and more girls are showing interest in playing volleyball
Invalidate	Salyo the clown prepares to make a balloon animal for little girl in pink jacket.	the baloons popped and the girls couldn't have any animals
Support	Salyo the clown prepares to make a balloon animal for little girl in pink jacket.	The clown is making a Giraffe balloon for the girl.
Neutral	Salyo the clown prepares to make a balloon animal for little girl in pink jacket.	the clown was the best of the whole theme park
Invalidate	A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain.	the two are racing going down the slope
Support	A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain.	the two have just finished skiing
Neutral	A woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain.	It is sunny despite the temperature
Invalidate	A man in skis is suspended in air.	Shortly after
Support	A man in skis is suspended in air.	The ski slopes in this man's area are known for providing generous air time.
Neutral	A man in skis is suspended in air.	The man's skis were pink with brown polka dots
Invalidate	The snowboarder jumps in midair on his board.	The jumpboader is checking his equipments.
Support	The snowboarder jumps in midair on his board.	He is filling thrilled while jumping .
Neutral	The snowboarder jumps in midair on his board.	Snowboader usually jumps high during boarding.
Invalidate	A woman in an orange sari sits in front of a low wall among baskets of vegetables that include potatoes.	A person is making tea.
Support	A woman in an orange sari sits in front of a low wall among baskets of vegetables that include potatoes.	A woman is picking out vegetables she wants to use for dinner.
Neutral	A woman in an orange sari sits in front of a low wall among baskets of vegetables that include potatoes.	Fresh food is healthier than canned food.
Invalidate	The dog is running with his tongue hanging out of his mouth.	The dog drinks some water quickly.
Support	The dog is running with his tongue hanging out of his mouth.	The dog sprints as fast as he can.
Neutral	The dog is running with his tongue hanging out of his mouth.	Most dogs enjoy running around outside.
Invalidate	The men are on a hill with a giant white ball.	Earthquakes shake hill and hurt people
Support	The men are on a hill with a giant white ball.	men play cricket happily  on the hill
Neutral	The men are on a hill with a giant white ball.	At this days
Invalidate	Four girls are standing together in their dance outfits.	Four girls returned home after completing their dance practice.
Support	Four girls are standing together in their dance outfits.	Dance teacher is teaching the dance moves to four girls with great enthusiasm.
Neutral	Four girls are standing together in their dance outfits.	Many girls join dance classes to maintain their health.
Invalidate	Two runners in a race are running in the woods.	runners are on a paved track
Support	Two runners in a race are running in the woods.	runners seem to love to connect with nature
Neutral	Two runners in a race are running in the woods.	running the daylight is good for health
Invalidate	Two children work on a project with woman.	The woman is going on a date.
Support	Two children work on a project with woman.	The children and woman are making a fort.
Neutral	Two children work on a project with woman.	Children often are helped by adults when making crafts.
Invalidate	football players getting ready with the referee.	Angry fans invade the pitch to protest
Support	football players getting ready with the referee.	It is interesting to prepare referees for decision making
Neutral	football players getting ready with the referee.	Many people like to watch their sportsmen
Invalidate	A man jumps off an orange ramp with his skateboard.	In the afternoon the men eat his lunch at home .
Support	A man jumps off an orange ramp with his skateboard.	The man will fall from his skateboard.
Neutral	A man jumps off an orange ramp with his skateboard.	people in this days use skateboard to have fun.
Invalidate	A boy in a orange shirt is sitting on a rock near water.	A boy ought to go boating in water.
Support	A boy in a orange shirt is sitting on a rock near water.	A boy admire the beauty of a rock surrounded by water.
Neutral	A boy in a orange shirt is sitting on a rock near water.	Usually rock water is so salty n looks little bit clumsy.
Invalidate	Two women watching over a herd of goats in a rural setting.	There are no animals in sight now.
Support	Two women watching over a herd of goats in a rural setting.	The women have been trained for this job since birth.
Neutral	Two women watching over a herd of goats in a rural setting.	Goats are unusually ornery creatures.
Invalidate	Monster truck flies over grassy knolls on a sunny afternoon.	A truck is unloading things at hilly company.
Support	Monster truck flies over grassy knolls on a sunny afternoon.	Truck is in its good speed towards a hilly site.
Neutral	Monster truck flies over grassy knolls on a sunny afternoon.	Trucks are being used to carry  large loads of things.
Invalidate	A man dressed in a dark costume sitting at a restaurant table	He is going to bed
Support	A man dressed in a dark costume sitting at a restaurant table	He is waiting for someone to have food at a foodcourt.
Neutral	A man dressed in a dark costume sitting at a restaurant table	Leisurely having foods at a foodcourt will help to refresh the mind and lead a peaceful life.
Invalidate	Little girl is jumping up in the sprinklers getting soaked.	The sprinkler is turned off.
Support	Little girl is jumping up in the sprinklers getting soaked.	The water is very cold.
Neutral	Little girl is jumping up in the sprinklers getting soaked.	There is no one on a lawn.
Invalidate	Hiker crossing a waterfall.	The hiker is sitting down having a snack to regain energy.
Support	Hiker crossing a waterfall.	The spray from the waterfall feels refreshing to the hiker in the hot sun.
Neutral	Hiker crossing a waterfall.	Hikers love to look for waterfalls so they can fill up their water bottles.
Invalidate	2 hockey teams are playing hockey.	The members of the winner team are being awarded medals.
Support	2 hockey teams are playing hockey.	The match is so tense and fans are cheering their own teams.
Neutral	2 hockey teams are playing hockey.	Hockey is very popular in North America.
Invalidate	A young man looks into the camera while a crowd of people on a busy street pass by.	The man gets some food at the restaurant.
Support	A young man looks into the camera while a crowd of people on a busy street pass by.	The man tries to take a good video.
Neutral	A young man looks into the camera while a crowd of people on a busy street pass by.	Most people like to take videos with cameras.
Invalidate	A girl poses with the Disney character Stitch, who is wearing a flower lei.	The flowers on the garland that Stitch gave her have dried up now.
Support	A girl poses with the Disney character Stitch, who is wearing a flower lei.	The photos should look great as it is such a bright day.
Neutral	A girl poses with the Disney character Stitch, who is wearing a flower lei.	Disneyland seems to attract more people each year.
Invalidate	A person wearing a homemade storm trooper helmet looking at a display of candy.	Everyone has left the building for the evening.
Support	A person wearing a homemade storm trooper helmet looking at a display of candy.	His parents watch him with smile.
Neutral	A person wearing a homemade storm trooper helmet looking at a display of candy.	the house nearby had some chocolate
Invalidate	A man in a blue shirt is fixing s boat.	The man parks his boat at the dock.
Support	A man in a blue shirt is fixing s boat.	The man fixes things with several tools.
Neutral	A man in a blue shirt is fixing s boat.	Tools can fix a lot of different boats.
Invalidate	Two toddler boys look onward from the playground.	The playground is now vacant and bare.
Support	Two toddler boys look onward from the playground.	They giggle and hold hands as they head towards the slide.
Neutral	Two toddler boys look onward from the playground.	Parallel play is important to a child's development.
Invalidate	A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel.	The janitor cleans the stadium.
Support	A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel.	The parents are proud of their children.
Neutral	A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel.	Graduation is a milestone for people.
Invalidate	There is a man cooking and another lady is helping him.	The man and a lady assistant are arranging the vessels in the shelf after cooking.
Support	There is a man cooking and another lady is helping him.	While cooking
Neutral	There is a man cooking and another lady is helping him.	It is very difficult to cook without an assistant.
Invalidate	A woman dressed in a purple sweater is leaning back on a park bench.	The park has been vacant for hours.
Support	A woman dressed in a purple sweater is leaning back on a park bench.	She relaxed while waiting for her friend to arrive.
Neutral	A woman dressed in a purple sweater is leaning back on a park bench.	Fresh air does the body good.
Invalidate	Two young woman enjoy each others company while sitting on the floor.	a group of men take two young women for not accepting them be together
Support	Two young woman enjoy each others company while sitting on the floor.	it's hard to see my ex girlfriend now in the company of another girl
Neutral	Two young woman enjoy each others company while sitting on the floor.	Many women like to enjoy the company of their friends
Invalidate	There man on top of an snow covered mountain with a lake behind him.	A man get down from the mountain although he likes that place very much.
Support	There man on top of an snow covered mountain with a lake behind him.	A man seems his face in the lake as the water is so pure and crystal clear.
Neutral	There man on top of an snow covered mountain with a lake behind him.	Mountains are covered with snow because air pressure decreases with altitude.
Invalidate	An elderly man shaves carrots while onlookers watch.	He is holding green peppers.
Support	An elderly man shaves carrots while onlookers watch.	Prepping carrots is very time consuming.
Neutral	An elderly man shaves carrots while onlookers watch.	Now that I am finished I will wash my vegetable peeler.
Invalidate	A man is down on one knee playing the guitar at a show.	The man takes a shower backstage.
Support	A man is down on one knee playing the guitar at a show.	The man plays his favorite song on a knee.
Neutral	A man is down on one knee playing the guitar at a show.	Many people enjoy watching guitarists at concerts.
Invalidate	Two men are smiling at their roast turkey.	The men take a nap in their respective beds.
Support	Two men are smiling at their roast turkey.	The men both show all of their teeth.
Neutral	Two men are smiling at their roast turkey.	Most people like turkey as food.
Invalidate	Pedestrians walk in front of an industrial complex.	The pedestrians go to eat food at a restaurant.
Support	Pedestrians walk in front of an industrial complex.	The pedestrians stroll as fast as they can.
Neutral	Pedestrians walk in front of an industrial complex.	Most people like to walk as exercise.
Invalidate	Asian city scene of people in street with bright lights and glass buildings behind.	Streets are getting empty and weather is getting cold
Support	Asian city scene of people in street with bright lights and glass buildings behind.	There are a lot of people
Neutral	Asian city scene of people in street with bright lights and glass buildings behind.	Asian people like to have a walk and shopping at evening
Invalidate	Two men kickboxing.	The tournament ended around 11:00 pm with a victorious winner.
Support	Two men kickboxing.	Round 10 of the 12 round fight has just began here at 10:00 pm with both men exhausted
Neutral	Two men kickboxing.	The Kickboxing Tournament is scheduled for tomorrow starting at 6 O'clock pm.
Invalidate	A young girl rides on a toy bicycle with her mouth open.	There is no one visible at the time.
Support	A young girl rides on a toy bicycle with her mouth open.	A bug flew in her mouth and she begins to choke.
Neutral	A young girl rides on a toy bicycle with her mouth open.	Helmets should always be worn when riding bikes.
Invalidate	Two long-haired puppy dogs have a romp in the snow.	The dogs are sleeping on a mat.
Support	Two long-haired puppy dogs have a romp in the snow.	Puppies enjoy playing in all types of snow.
Neutral	Two long-haired puppy dogs have a romp in the snow.	Snow falls in cooler climates.
Invalidate	Two male firefighters working on the firetruck	Untethering the water hoses as quickly as possible
Support	Two male firefighters working on the firetruck	One of the volunteer firemen returns from the stockroom with a bucket full of industrial car wash.
Neutral	Two male firefighters working on the firetruck	Firetrucks must be kept in optimum condition at all times
Invalidate	A young boy and a young girl ride a bicycle down a street, with dirt and small trees around them.	The kids arrive home for their dinner
Support	A young boy and a young girl ride a bicycle down a street, with dirt and small trees around them.	They both enjoys the breeze blowing on their face.
Neutral	A young boy and a young girl ride a bicycle down a street, with dirt and small trees around them.	Both of them happily chatted on their way.
Invalidate	Three men ride bicycles in front of a red brick building.	The men eat food at a restaurant.
Support	Three men ride bicycles in front of a red brick building.	The men peddle as hard as they can.
Neutral	Three men ride bicycles in front of a red brick building.	Most people see bicycling as a good form of exercise.
Invalidate	A man zips through the water while holding on to a rope, splashing the water all around him.	The man crawls into bed ready to sleep from the long day.
Support	A man zips through the water while holding on to a rope, splashing the water all around him.	The cool water feels refreshing on his legs.
Neutral	A man zips through the water while holding on to a rope, splashing the water all around him.	A rope swing is a entertaining way to pass the time for him when visiting a lake or river.
Invalidate	A group of dogs standing in a river.	Some of them started swimming
Support	A group of dogs standing in a river.	They are looking at depth of water
Neutral	A group of dogs standing in a river.	Only few breeds of dogs are swimmers
Invalidate	Man using woodworking machine covered in saw dust.	Fur is form firm during the tanning process
Support	Man using woodworking machine covered in saw dust.	The carpentry host has seen plenty of business
Neutral	Man using woodworking machine covered in saw dust.	Roddy coffee services are bunny during the week
Invalidate	a fit, white man wearing a sleeveless tank top, black jogging shorts, and orange shoes running on the sidewalk next to a river.	the man fell into the river and got all wet
Support	a fit, white man wearing a sleeveless tank top, black jogging shorts, and orange shoes running on the sidewalk next to a river.	that path was perfect for a run
Neutral	a fit, white man wearing a sleeveless tank top, black jogging shorts, and orange shoes running on the sidewalk next to a river.	the sun allowed people to have a run in the woods
Invalidate	A woman and young girl climbing a grassy hill.	The two people get some food at a restaurant.
Support	A woman and young girl climbing a grassy hill.	The two people go up as fast as they can.
Neutral	A woman and young girl climbing a grassy hill.	Most people see climbing as a good form of exercise.
Invalidate	A man is firing a handgun.	The man puts his gun in a safe.
Support	A man is firing a handgun.	The man fires it over and over again.
Neutral	A man is firing a handgun.	Guns can be dangerous in certain people's hands.
Invalidate	An older woman with glasses is serving herself Raclette in a rustic looking room.	A lady rests on her couch and watches TV.
Support	An older woman with glasses is serving herself Raclette in a rustic looking room.	An elderly woman eats her meal alone at home.
Neutral	An older woman with glasses is serving herself Raclette in a rustic looking room.	These days
Invalidate	A man washes or dies clothes in a primitive setting.	The man is having bath.
Support	A man washes or dies clothes in a primitive setting.	He is very good at washing clothes.
Neutral	A man washes or dies clothes in a primitive setting.	People still wash clothes in primitive way
Invalidate	An individual is walking down a set of steps with a bag in their left hand.	The individual relaxes on their couch at home.
Support	An individual is walking down a set of steps with a bag in their left hand.	The individual walks slowly so nothing is spilled.
Neutral	An individual is walking down a set of steps with a bag in their left hand.	Walking is a really good form of exercise.
Invalidate	People gather together outdoors.	The people leave.
Support	People gather together outdoors.	The people are going to a restaurant for food.
Neutral	People gather together outdoors.	Most people like to spend time outdoors.
Invalidate	An elderly bald man at a street corner plays a violin, apparently busking while sitting on a folding chair.	The person eats food at a restaurant.
Support	An elderly bald man at a street corner plays a violin, apparently busking while sitting on a folding chair.	The man tries to play his favorite songs.
Neutral	An elderly bald man at a street corner plays a violin, apparently busking while sitting on a folding chair.	Most people enjoy playing or listening to music.
Invalidate	A person taking pictures of fishing boats.	There are no boats in the water.
Support	A person taking pictures of fishing boats.	They snap some great shots as the fisherman wave.
Neutral	A person taking pictures of fishing boats.	You should always wear a life jacket near the water.
Invalidate	A man in a blue beanie and blue sweater is handing a woman in a brown jacket a plastic bag.	Both of them are going to have lunch
Support	A man in a blue beanie and blue sweater is handing a woman in a brown jacket a plastic bag.	The male gives a molded material based flexible container to a female
Neutral	A man in a blue beanie and blue sweater is handing a woman in a brown jacket a plastic bag.	A molded material based flexible container will be useful to store some small items.
Invalidate	A man laying in a hammock by a lake.	After that he took bath in the lake
Support	A man laying in a hammock by a lake.	He is very relaxing .
Neutral	A man laying in a hammock by a lake.	During some days people try to do this
Invalidate	A brown dog plays in the snow.	The dog is napping on the couch.
Support	A brown dog plays in the snow.	There are paw prints in the snow everywhere in the backyard.
Neutral	A brown dog plays in the snow.	Snow seems to make my dog really hyper.
Invalidate	An electrician is working to install wires upon a pole on a roof.	After finishing work an electrician is going to home
Support	An electrician is working to install wires upon a pole on a roof.	It seems difficult to work on pole while installing wires
Neutral	An electrician is working to install wires upon a pole on a roof.	Thses days people interested to  works on electical department
Invalidate	Four people stand in the middle of a library gathering children's books.	the children's books distracted the four people from their studies
Support	Four people stand in the middle of a library gathering children's books.	the four people are choosing a book to buy to their friend's son
Neutral	Four people stand in the middle of a library gathering children's books.	Evening
Invalidate	A man in a blue shirt is looking up.	The man is wearing his pyjamas ready to go to bed.
Support	A man in a blue shirt is looking up.	The blue shirt goes well with the matching blue shoes.
Neutral	A man in a blue shirt is looking up.	The main is fashion conscious and likes to spend time shopping for clothes.
Invalidate	A man and a young boy are holding hands walking.	The boy is playing with his friends in the part as the man watches from the bench.
Support	A man and a young boy are holding hands walking.	The man is walking slowly so that the boy can keep up on account of his short legs.
Neutral	A man and a young boy are holding hands walking.	It is customary for parents to hold their children's hands whilst walking in the streets.
Invalidate	A man wearing a Superman shirt and shorts walks down a city street.	He is wearing a grey coat against the evening chill.
Support	A man wearing a Superman shirt and shorts walks down a city street.	The day's heat makes him want to wear cool clothes.
Neutral	A man wearing a Superman shirt and shorts walks down a city street.	Many people are walking on the street in summer clothes.
Invalidate	A child in a striped shirt watching a bird.	The child gets some food in the kitchen.
Support	A child in a striped shirt watching a bird.	The child views the animal in the tree.
Neutral	A child in a striped shirt watching a bird.	Most children enjoy looking at animals.
Invalidate	A man on stage in a red velvet suit is blowing a kazoo into a microphone.	He is going to reach home
Support	A man on stage in a red velvet suit is blowing a kazoo into a microphone.	He is playing a musical note on the simple pipe like device for creating an album.
Neutral	A man on stage in a red velvet suit is blowing a kazoo into a microphone.	Singing or humming a good music into the mouthpiece of the simple musical intrument will atrract all kinds of audiences.
Invalidate	A man wearing a gray sweater and striped hat stands in front of a mosaic monument.	A man takes his hat off when he sits down at the diner.
Support	A man wearing a gray sweater and striped hat stands in front of a mosaic monument.	The monument behind a man stands tall in the city square.
Neutral	A man wearing a gray sweater and striped hat stands in front of a mosaic monument.	The afternoon sun does not put out a lot of warmth on the cold day.
Invalidate	The dirt bike rider is driving the number 94 bike.	He is going to take rest for some time
Support	The dirt bike rider is driving the number 94 bike.	He really enjoys riding the bike.
Neutral	The dirt bike rider is driving the number 94 bike.	The race will be fun and more enjoyable
Invalidate	two dogs playing with a ball.	Dogs going to the hospital.
Support	two dogs playing with a ball.	Two dogs enjoy the playing.
Neutral	two dogs playing with a ball.	I think both the dogs were laying with a ball
Invalidate	Two men together, one watching, one resting.	Both men are sleeping in their beds.
Support	Two men together, one watching, one resting.	The father and son are in the hospital.
Neutral	Two men together, one watching, one resting.	The hospital visiting hours end at 7pm.
Invalidate	Men are seated in a circle laughing in a room filled with computers.	The men go eat some food at a restaurant.
Support	Men are seated in a circle laughing in a room filled with computers.	The men tell jokes to keep the laughing going.
Neutral	Men are seated in a circle laughing in a room filled with computers.	Most people enjoy laughing and computers.
Invalidate	A man is carving an object out of clay.	The clay hardens in the dead summer heat and the intended object to be carved becomes irreparably warped
Support	A man is carving an object out of clay.	The man has brought along expert tools gathered from a lifetime of claywork designed exactly for unpredictable claymaking conditions
Neutral	A man is carving an object out of clay.	The man is blind and the clay he brought with him was unusually scented
Invalidate	A brown dog gets wet in the water.	Snuggling up in a fuzzy blanket with its owner
Support	A brown dog gets wet in the water.	A rambunctious russet hound leaps from rain puddle to mud puddle and back again.
Neutral	A brown dog gets wet in the water.	When combined with water
Invalidate	A man plays a red guitar and sings into a microphone while another man to his left plays keyboards.	The men receive a round of applause.
Support	A man plays a red guitar and sings into a microphone while another man to his left plays keyboards.	They are playing indie rock music.
Neutral	A man plays a red guitar and sings into a microphone while another man to his left plays keyboards.	They are a new duo and the audience is unfamiliar with them.
Invalidate	A woman is walking or running on a city sidewalk that is next to a body of water.	She is working out in the gym.
Support	A woman is walking or running on a city sidewalk that is next to a body of water.	She is breathing heavily.
Neutral	A woman is walking or running on a city sidewalk that is next to a body of water.	Running regularly can improve our wellbeing.
Invalidate	A black and white dog is biting onto a stick in the water.	The dog is taking a nap in his dog house.
Support	A black and white dog is biting onto a stick in the water.	The dog is holding onto the stick tight.
Neutral	A black and white dog is biting onto a stick in the water.	Most dogs like to play with sticks.
Invalidate	A man is about to fall off his horse in a rodeo contest.	The man gets treated for some injuries.
Support	A man is about to fall off his horse in a rodeo contest.	The man tries to hold on to his horse the best he can.
Neutral	A man is about to fall off his horse in a rodeo contest.	Horses can be a dangerous animal to ride.
Invalidate	Today is a great day for an umbrella.	A day like this
Support	Today is a great day for an umbrella.	The warmth of the sun shall be felt on a beach for such sunny day
Neutral	Today is a great day for an umbrella.	Umbrella is always helpful whether it's for sun or for rain.
Invalidate	A black dog is chasing another black dog who is holding a ball, a wheel, and some red rope.	The Pet animals are going to seach food for lunch.
Support	A black dog is chasing another black dog who is holding a ball, a wheel, and some red rope.	The Pet animals are trying to catch another animal to grab some items.
Neutral	A black dog is chasing another black dog who is holding a ball, a wheel, and some red rope.	One pet animal trying to catch another one will be a sight seeing for many peoples.
Invalidate	Two men fighting at an MMA event.	They are going to have lunch
Support	Two men fighting at an MMA event.	They are facing some difficulties as both of them are combating each other agressively.
Neutral	Two men fighting at an MMA event.	Self-defense sports will help to become strong in achieving anything.
Invalidate	A crowd of young people in winter clothing, waiting for the train.	They take off their outer clothes because it started to feel warm.
Support	A crowd of young people in winter clothing, waiting for the train.	The train will not be arriving for a long time.
Neutral	A crowd of young people in winter clothing, waiting for the train.	Young people can barely wait for a long time for a train's arrival in a warm environment.
Invalidate	A young boy holds up a candy bar while yelling.	A young boy is playing with a toy.
Support	A young boy holds up a candy bar while yelling.	A young boy is asking for something.
Neutral	A young boy holds up a candy bar while yelling.	children  usually yell if they want something.
Invalidate	Lady wearing a straw hat and flip-flops watches the tossed object fly through the air.	the lady is running througt the park
Support	Lady wearing a straw hat and flip-flops watches the tossed object fly through the air.	she's trying to catch the object to throw it away
Neutral	Lady wearing a straw hat and flip-flops watches the tossed object fly through the air.	it's cold and she's dressed light
Invalidate	a white man is splitting wood indoors	The man is getting some food at a restaurant.
Support	a white man is splitting wood indoors	The man is making as many pieces as possible.
Neutral	a white man is splitting wood indoors	Most people view splitting wood as a form of exercise.
Invalidate	A little girl is playing with bubbles.	A little girl take a rest.
Support	A little girl is playing with bubbles.	It seems difficult for her to make with the bubbles.
Neutral	A little girl is playing with bubbles.	These days
Invalidate	A large crowd of people are walking.	The crowd gets some food at a restaurant.
Support	A large crowd of people are walking.	The crowd strides very quickly.
Neutral	A large crowd of people are walking.	Most people think walking is a good exercise.
Invalidate	two young adults kissing outside in a sandy area.	Two young adults say goodbye after their beach date.
Support	two young adults kissing outside in a sandy area.	Two young adults continue in the ocean.
Neutral	two young adults kissing outside in a sandy area.	The beach is a nice place for couples to kiss.
Invalidate	An swimmer swimming in a swimming pool.	he had to leave becasu he had to go home
Support	An swimmer swimming in a swimming pool.	he is training for the race of the weekend
Neutral	An swimmer swimming in a swimming pool.	that pool was perfect to have a swim with no one around
Invalidate	Young sheep in the grass.	A flock of sheep are walking over a stone driveway.
Support	Young sheep in the grass.	A flock of sheep are grazing in a green field.
Neutral	Young sheep in the grass.	Grass is a nutritious food for sheep.
Invalidate	3 men playing golf next to the ocean all in shorts and t-shirt.	The three men eat food at the club house.
Support	3 men playing golf next to the ocean all in shorts and t-shirt.	The men all try to hit good golf shots.
Neutral	3 men playing golf next to the ocean all in shorts and t-shirt.	Most men enjoy playing golf.
Invalidate	A little girls sits in a small chair outside.	Her father brought the chairs inside.
Support	A little girls sits in a small chair outside.	Her father came outside and sat next to her.
Neutral	A little girls sits in a small chair outside.	Her backyard used to have more chairs around the table.
Invalidate	A dancer posing for the camera in a red and white dress.	The dancer gets out of bed.
Support	A dancer posing for the camera in a red and white dress.	The pictures being taken will appear in the next 'Dance' magazine.
Neutral	A dancer posing for the camera in a red and white dress.	The dancer works hard every day.
Invalidate	A woman with a white head cover rides a bike on the sidewalk in a city.	The machine stops working because it has run out of gas.
Support	A woman with a white head cover rides a bike on the sidewalk in a city.	She rides carefully at the speed limit to avoid hitting passersby.
