gold_label	sentence1	sentence2
Neutral	Children are playing under an umbrella in a body of water.	Playing in water is a fun summertime activity.
Invalidate	a single man wear a black mask with several people in the background	Why there is no one? Where they went?
Support	a single man wear a black mask with several people in the background	There are a lot of people.
Neutral	a single man wear a black mask with several people in the background	People now a days don't like to gather for celebrations.
Invalidate	Blond woman is being married.	A married woman is having kisses with her husband.
Support	Blond woman is being married.	A woman is in her marriage ceremony.
Neutral	Blond woman is being married.	Women are super excited at their marriage ceremony.
Invalidate	People stand at the bottom of a meandering walkway that goes uphill.	The people are eating lunch.
Support	People stand at the bottom of a meandering walkway that goes uphill.	People are going to go one by one to get up the walkway.
Neutral	People stand at the bottom of a meandering walkway that goes uphill.	Its kind from people to stand up in the lane and waiting for every beady turn to go.
Invalidate	A woman in a bikini is laying on a blanket on a dock over the water.	She is having a swim in order to cool off.
Support	A woman in a bikini is laying on a blanket on a dock over the water.	She turns around so that the sun tan's her back as well.
Neutral	A woman in a bikini is laying on a blanket on a dock over the water.	Women like to sunbathe in order to get a tan but men prefer to swim.
Invalidate	A baby boy posing for a picture in an elmo shirt.	The boy takes a nap in his crib.
Support	A baby boy posing for a picture in an elmo shirt.	The boy laughs for the camera.
Neutral	A baby boy posing for a picture in an elmo shirt.	Most babies can't sit still for pictures.
Invalidate	a man in a pink shirt herding goats in a ring	Sorry
Support	a man in a pink shirt herding goats in a ring	The man says  I need to put out our animals .
Neutral	a man in a pink shirt herding goats in a ring	Today  is sunny  to leave our herd along the hill.
Invalidate	A child stands in silhouette under an old stone arch on a red tile floor.	The child is playing outside
Support	A child stands in silhouette under an old stone arch on a red tile floor.	The child is marveled at the stone arch
Neutral	A child stands in silhouette under an old stone arch on a red tile floor.	It is very good for children to be enthusiastic about old artifacts
Invalidate	Two female students observe a beaker filled with several test tubes.	The beaker shattered and everyone had to leave the room because of a gas leak
Support	Two female students observe a beaker filled with several test tubes.	The girls are participating in an experiment in their chemistry class
Neutral	Two female students observe a beaker filled with several test tubes.	It is the first day of school in the county
Invalidate	A dog jumps to catch a ball in a large field.	The dog is tired and it take rest.
Support	A dog jumps to catch a ball in a large field.	It seems difficult to jump for it in the large field while catching ball.
Neutral	A dog jumps to catch a ball in a large field.	The dogs like to play in the large field
Invalidate	Two men lean on a rail at a construction site.	The two men are going back to work
Support	Two men lean on a rail at a construction site.	One man smokes a cigarette
Neutral	Two men lean on a rail at a construction site.	The men are taking a break
Invalidate	Parachuter in midair.	The parachuter gets some food at the snack bar.
Support	Parachuter in midair.	The parachuter tries to enjoy floating to the earth.
Neutral	Parachuter in midair.	Most people find parachuting to be dangerous.
Invalidate	Two teenagers at a skate park in the middle of the rain.	two skeitists lose on the way
Support	Two teenagers at a skate park in the middle of the rain.	rainy day two people enjoy having fun
Neutral	Two teenagers at a skate park in the middle of the rain.	no gains without fights without fights
Invalidate	Two children play in water falling from a mosaic covered spout.	children play cricket with there friends
Support	Two children play in water falling from a mosaic covered spout.	Two child slipped on the floor due to water on the floor.
Neutral	Two children play in water falling from a mosaic covered spout.	Now a days children like to play in water rather than outdoor
Invalidate	The dog is drinking water from a fountain.	The pet is pissing on the green grass
Support	The dog is drinking water from a fountain.	The dog enjoys the water
Neutral	The dog is drinking water from a fountain.	The owner is happy because he likes his dog
Invalidate	A young boy tries to catch an orange and yellow Frisbee in a green, grassy field.	The boy gets some food at the snack bar.
Support	A young boy tries to catch an orange and yellow Frisbee in a green, grassy field.	The boy closes his hand on the disc.
Neutral	A young boy tries to catch an orange and yellow Frisbee in a green, grassy field.	Most kids enjoy playing with a Frisbee.
Invalidate	Two men are talking on a stairway in a public place.	They walk away to their offices.
Support	Two men are talking on a stairway in a public place.	They laugh during their conversation.
Neutral	Two men are talking on a stairway in a public place.	People usually speak in public place when they meet.
Invalidate	A small white and black dog jumping in the snow	A dog is barking at a stranger .
Support	A small white and black dog jumping in the snow	A dog is playing in the snow.
Neutral	A small white and black dog jumping in the snow	Dogs like natural places as we human do.
Invalidate	Two young children play in the sand.	Two young children are wash their hands.
Support	Two young children play in the sand.	It's lovely to see my son playing in the sand
Neutral	Two young children play in the sand.	Many people like to play in the sand with children
Invalidate	A black cat playing with a white puppy next to a duck toy.	The woman gave the cat food and took the dog for a bath.
Support	A black cat playing with a white puppy next to a duck toy.	She have two pets and both plays together.
Neutral	A black cat playing with a white puppy next to a duck toy.	She loves her pets and take good care of them.
Invalidate	Two dogs are chasing each other on green grass.	The dogs are having a bath
Support	Two dogs are chasing each other on green grass.	The dogs seem very happy to be playing
Neutral	Two dogs are chasing each other on green grass.	It is very good for dogs to have other dog friends
Invalidate	A man and woman are dancing closely.	they no longer want to dance with one another.
Support	A man and woman are dancing closely.	After an amazing night the couple decides to end the evening with a ballroom dance.
Neutral	A man and woman are dancing closely.	There is a man and a woman dancing.
Invalidate	A race car sprays mud as it comes down a dirt track.	the car broke down after the last turn
Support	A race car sprays mud as it comes down a dirt track.	that is the last race of the season and that car is winning the championship
Neutral	A race car sprays mud as it comes down a dirt track.	many people wnet to the race trak to see the race
Invalidate	the dog is drinking the water being squirted from the hose by the little girl.	The girl is cooking in the kitchen.
Support	the dog is drinking the water being squirted from the hose by the little girl.	He is very thirsty because they have been running.
Neutral	the dog is drinking the water being squirted from the hose by the little girl.	There is a turkey in the oven.
Invalidate	There is a man, wearing a funny hat, standing in front of a bank.	The man gets in his car and drive home.
Support	There is a man, wearing a funny hat, standing in front of a bank.	The man adjusts his hat while looking at the bank.
Neutral	There is a man, wearing a funny hat, standing in front of a bank.	Most people keep money in the bank.
Invalidate	The children are near a large pile of sand that is next to the water.	Children are in the water while swimming.
Support	The children are near a large pile of sand that is next to the water.	Children are very active while at near a pile of sand.
Neutral	The children are near a large pile of sand that is next to the water.	Children like to play with sanda
Invalidate	A woman wearing a plaid shirt sits on a bench in a park.	The lady eats food in a restaurant.
Support	A woman wearing a plaid shirt sits on a bench in a park.	The woman enjoys relaxing outside.
Neutral	A woman wearing a plaid shirt sits on a bench in a park.	Most people enjoy hanging out at a park.
Invalidate	Red boat marked GRAHAM races across water.	Flames on the boat indicate accident
Support	Red boat marked GRAHAM races across water.	It's making waves on either side as it cuts through the lake.
Neutral	Red boat marked GRAHAM races across water.	Many people like fast boats
Invalidate	Four girls are standing together in their dance outfits.	Two girls snuggle together in their pajamas.
Support	Four girls are standing together in their dance outfits.	They are shaking with adrenaline and ready to bust a move.
Neutral	Four girls are standing together in their dance outfits.	Since the weather turned warm
Invalidate	A woman lays at the bottom of a staircase exhausted, one of her shoes is on the bottom step.	She puts her shoes and clothes away in her bedroom
Support	A woman lays at the bottom of a staircase exhausted, one of her shoes is on the bottom step.	She pants and stares at the ceiling
Neutral	A woman lays at the bottom of a staircase exhausted, one of her shoes is on the bottom step.	Being an adult is about being tired.
Invalidate	A white dog is about to catch a yellow ball in its mouth.	The dog is sleeping on the ground
Support	A white dog is about to catch a yellow ball in its mouth.	The dog is really enjoying his game
Neutral	A white dog is about to catch a yellow ball in its mouth.	It is very good for a dog's health to play games
Invalidate	Singing for the ages amongst an enthusiastic crowd.	The singer gets a drink at the bar.
Support	Singing for the ages amongst an enthusiastic crowd.	The singer belts out her favorite song.
Neutral	Singing for the ages amongst an enthusiastic crowd.	Singing is a good way to reduce stress.
Invalidate	Woman in red shirt and white cap rollerblading on gray surface.	The woman goes to a restaurant for food.
Support	Woman in red shirt and white cap rollerblading on gray surface.	The woman speeds down the road as fast as she can
Neutral	Woman in red shirt and white cap rollerblading on gray surface.	Rollerblading can be a fun exercise for some people.
Invalidate	An older man with a long white beard, glasses and black fedora sits in front of a white door with a portrait painting of him smoking right by his side.	A man packing his drawings as it is getting darker and cold. he looks old.
Support	An older man with a long white beard, glasses and black fedora sits in front of a white door with a portrait painting of him smoking right by his side.	People praising the work which is kept on near a man.
Neutral	An older man with a long white beard, glasses and black fedora sits in front of a white door with a portrait painting of him smoking right by his side.	one should need lot of pratice to become  professional in art
Invalidate	Outside the window you can see an area of dirt that appears muddy from the rain.	The sun has made the sidewalk hot.
Support	Outside the window you can see an area of dirt that appears muddy from the rain.	Someone accidentally steps into a puddle.
Neutral	Outside the window you can see an area of dirt that appears muddy from the rain.	Some people like to walk in the rain.
Invalidate	A male basketball player wearing a black uniform is trying to block a male basketball player wearing a white uniform.	captian of the basketball team along with his team holding the cup and posing for photograph
Support	A male basketball player wearing a black uniform is trying to block a male basketball player wearing a white uniform.	The man in the black jersey is playing defense really hard.
Neutral	A male basketball player wearing a black uniform is trying to block a male basketball player wearing a white uniform.	Basketball is a sport that involves placing an orange ball in the opponent's hoop.
Invalidate	A dog catches a red Frisbee in the snow.	It turns out the dog hates frisbees
Support	A dog catches a red Frisbee in the snow.	My dog Benny loves to catch red frisbees
Neutral	A dog catches a red Frisbee in the snow.	His dog loves playing in the park.
Invalidate	Here are some elderly people sitting on the bench in the park.	The elderly people head back to their living quarters.
Support	Here are some elderly people sitting on the bench in the park.	The old people enjoy relaxing while sitting.
Neutral	Here are some elderly people sitting on the bench in the park.	Many elderly people enjoy relaxing outside.
Invalidate	A young Asian woman with long black hair sits cross-legged and checks her mobile phone.	She rushed into kitchen to turn the oven off
Support	A young Asian woman with long black hair sits cross-legged and checks her mobile phone.	She scrolls through the news while she waits for her order to be up.
Neutral	A young Asian woman with long black hair sits cross-legged and checks her mobile phone.	Cells offer a great way to entertain oneself.
Invalidate	A lone skier is making their way up a mountain.	Suddenly he woke up and realized that he was in his bed
Support	A lone skier is making their way up a mountain.	He's been climbing for a while
Neutral	A lone skier is making their way up a mountain.	Mountains are very steep rock formations of high altitude
Invalidate	Lots of people on the streets and a vendor selling her goodies	the police came to stop the selling because it was illegal
Support	Lots of people on the streets and a vendor selling her goodies	Quality goods are sold by the woman
Neutral	Lots of people on the streets and a vendor selling her goodies	Every morning in the city many street sellers and artists coul set up in their spot in order to sell home made products
Invalidate	There are old buildings in the distance along a brick road.	An air raid destroyed many old buildings
Support	There are old buildings in the distance along a brick road.	I miss when I lived in these old buildings
Neutral	There are old buildings in the distance along a brick road.	A lot of people like to take pictures of old buildings
Invalidate	A young girl is playing baseball and is striking out.	A young girl is going to take rest.
Support	A young girl is playing baseball and is striking out.	She thinks that it is difficult to play a baseball.
Neutral	A young girl is playing baseball and is striking out.	These days
Invalidate	Women shopping for purses.	They are sitting on the sofa in the store.
Support	Women shopping for purses.	women can not decide what to buy yet
Neutral	Women shopping for purses.	Generally
Invalidate	A man wearing brown shorts and a tan shirt stands in the grass holding 2 nerf jousting toys watching his son crawl in the grass toward another nerf joust toy.	Just last week he was having fun with his family but now he is on a plane to another city to attend a boring company meeting.
Support	A man wearing brown shorts and a tan shirt stands in the grass holding 2 nerf jousting toys watching his son crawl in the grass toward another nerf joust toy.	They both are soaked from head to toe and tired of laughing
Neutral	A man wearing brown shorts and a tan shirt stands in the grass holding 2 nerf jousting toys watching his son crawl in the grass toward another nerf joust toy.	During hot summer days playing water gun fight is is a good way to strengthen to bond between father and son
Invalidate	Two gray dogs jump at each other over the tall grass.	one of the dogs started barking very loud at the other one
Support	Two gray dogs jump at each other over the tall grass.	both the dogs enjoy playing with each other
Neutral	Two gray dogs jump at each other over the tall grass.	every morning the two dogs meet to play
Invalidate	A man in a dark brown shirt is wearing a bright green hat with the Miller logo on it, and smiling.	The man gets some food at a restaurant.
Support	A man in a dark brown shirt is wearing a bright green hat with the Miller logo on it, and smiling.	The man shows all of his teeth.
Neutral	A man in a dark brown shirt is wearing a bright green hat with the Miller logo on it, and smiling.	Most people like to smile when happy.
Invalidate	a female is scrambling eggs in a bowl.	after the ommelet is ready
Support	a female is scrambling eggs in a bowl.	the smell of the egg makes her more hungy
Neutral	a female is scrambling eggs in a bowl.	her name is Sheila and she has two kids
Invalidate	A young child is trying to discover his way.	The child is eating his dinner.
Support	A young child is trying to discover his way.	The child is following footsteps on the soil
Neutral	A young child is trying to discover his way.	Children often get lost when they wander off alone.
Invalidate	A girl in a blue sweater with a white pattern is jumping into a pile of leaves.	At school
Support	A girl in a blue sweater with a white pattern is jumping into a pile of leaves.	Some of the leaves stick to her hair and sweater.
Neutral	A girl in a blue sweater with a white pattern is jumping into a pile of leaves.	It is advised to do something relaxing before taking a test.
Invalidate	A woman and a baby eating (having a picnic).	A mother is playing with her baby.
Support	A woman and a baby eating (having a picnic).	They like the taste of food so much.
Neutral	A woman and a baby eating (having a picnic).	Mothers like to take their babies for  a picnic tour in holidays.
Invalidate	A volleyball player spikes the ball.	His team loses the match.
Support	A volleyball player spikes the ball.	He is trying to push the ball as high as possible.
Neutral	A volleyball player spikes the ball.	Tossing and manoeuvring the volleyball is an art.
Invalidate	The crusaders are marching along the road.	they lost many man during the war
Support	The crusaders are marching along the road.	a celebration of their courage is waiting them at the city hall
Neutral	The crusaders are marching along the road.	after years they returned home after the war
Invalidate	A person stands in the snow at the bottom of a snow covered mountain.	After getting to the finish line
Support	A person stands in the snow at the bottom of a snow covered mountain.	He is taking a picture of it
Neutral	A person stands in the snow at the bottom of a snow covered mountain.	Once he got to the bottom
Invalidate	A skier flies through the air in front of a mountainous landscape.	the skier is skiing through the area of pine trees
Support	A skier flies through the air in front of a mountainous landscape.	The skier is fixing his body in the air in a position which is aerodynamically favourable for him
Neutral	A skier flies through the air in front of a mountainous landscape.	Mountain skiing is a sport which demands a lot of training
Invalidate	A man has let go of the rope swing over the river.	The man gets some food at a restaurant.
Support	A man has let go of the rope swing over the river.	The man focuses on hitting the water.
Neutral	A man has let go of the rope swing over the river.	Most people enjoy rope swings as a water activity.
Invalidate	Two little girls play in the sand at the beach.	The girls take a shower to clean off the sand.
Support	Two little girls play in the sand at the beach.	The girls work on building a sand castle.
Neutral	Two little girls play in the sand at the beach.	Most people enjoy the beach for a vacation.
Invalidate	A little girl wearing a purple winter coat and sunglasses skiing in the snow.	The child is drinking a hot cup of chocolate milk
Support	A little girl wearing a purple winter coat and sunglasses skiing in the snow.	The kid is very good at skiing
Neutral	A little girl wearing a purple winter coat and sunglasses skiing in the snow.	Children really enjoy sports such as skiing
Invalidate	Swimmer adjusting her goggles	It is winter so all the water is frozen.
Support	Swimmer adjusting her goggles	It is hot so she thought it is a great day to swim.
Neutral	Swimmer adjusting her goggles	Goggles are what people wear to keep water out their eyes.
Invalidate	People are traveling in a train.	People are reached their destination.
Support	People are traveling in a train.	Men are gossiping in the running train.
Neutral	People are traveling in a train.	People like to travel long journey by train.
Invalidate	Young girls are practicing for a ballet recital.	The girls get some food at a restaurant.
Support	Young girls are practicing for a ballet recital.	The girls try to perfect their new moves.
Neutral	Young girls are practicing for a ballet recital.	Most young girls like to do ballet.
Invalidate	An older, white woman stands along a crowded street wearing a swimsuit, holding a yellow sign with black letters that states, "Secure Borders, Legal Immigration."	an older white woman wearing a swimsuit is at the pool
Support	An older, white woman stands along a crowded street wearing a swimsuit, holding a yellow sign with black letters that states, "Secure Borders, Legal Immigration."	an older white woman is wearing swim suite
Neutral	An older, white woman stands along a crowded street wearing a swimsuit, holding a yellow sign with black letters that states, "Secure Borders, Legal Immigration."	older woman like to wear swim suites at times
Invalidate	Two white kids are playing with bamboo sticks.	I pick the bamboo sticks from the yard.
Support	Two white kids are playing with bamboo sticks.	It seems they are constantly changing the rules of their game.
Neutral	Two white kids are playing with bamboo sticks.	They also like playing with balls and other toys.
Invalidate	Two white dogs with brown markings playing.	Two dogs are barking at the strangers.
Support	Two white dogs with brown markings playing.	Dogs are jumping at each other.
Neutral	Two white dogs with brown markings playing.	Dogs usually play  in open space.
Invalidate	An Asian woman cutting the stems of a green leafy vegetable at a market.	The woman gets food in a restaurant.
Support	An Asian woman cutting the stems of a green leafy vegetable at a market.	The woman slices as many as she can.
Neutral	An Asian woman cutting the stems of a green leafy vegetable at a market.	Most people like to shop at the market.
Invalidate	Three athletes in red and white uniforms and helmets.	one of them got hurt at the knee while running so they are putting off helmets
Support	Three athletes in red and white uniforms and helmets.	they are prfessional athletes training for the olympics
Neutral	Three athletes in red and white uniforms and helmets.	it was the first training of the year
Invalidate	A few girls dancing and having fun.	The girls are laying in bed tired from all the dancing.
Support	A few girls dancing and having fun.	The boys join the girls on the dance floor.
Neutral	A few girls dancing and having fun.	Discos are popular with the teenagers these days.
Invalidate	a football player wearing an orange jersey holding a football	The player removes his pads in the locker room.
Support	a football player wearing an orange jersey holding a football	The player believes he will get the football in the end zone.
Neutral	a football player wearing an orange jersey holding a football	Football is perhaps America's most popular sport.
Invalidate	a brown and black dog running through a grassy field	The dog eats out of his dog bowl.
Support	a brown and black dog running through a grassy field	The dog sprints as fast as he can.
Neutral	a brown and black dog running through a grassy field	Most dogs like to run outside.
Invalidate	Children playing in water on a sunny day.	Childrens are taking rest after their playing.
Support	Children playing in water on a sunny day.	It seems that they like to play on sunny climate.
Neutral	Children playing in water on a sunny day.	Now a days
Invalidate	The women is wearing formal clothing while sitting.	A woman dressed properly is walking in the park.
Support	The women is wearing formal clothing while sitting.	Women is looking at her watch while sitting.
Neutral	The women is wearing formal clothing while sitting.	People like to go to parks.
Invalidate	A person is riding a board in the air.	A person is reached his home.
Support	A person is riding a board in the air.	The board that is difficult to ride for the person.
Neutral	A person is riding a board in the air.	These days
Invalidate	Workers in green shirts are waiting on several customers.	One of the workers goes on a lunch break.
Support	Workers in green shirts are waiting on several customers.	A large line of customers begins to form outside of the store.
Neutral	Workers in green shirts are waiting on several customers.	The next day
Invalidate	There are two people grilling food near a body of water.	there is food by the lake being made by some people
Support	There are two people grilling food near a body of water.	people are laughing and drinking
Neutral	There are two people grilling food near a body of water.	the smell of the food can be smelt a miles away
Invalidate	A parachuting man gets ready to land.	He is going to have dinner
Support	A parachuting man gets ready to land.	He faces some difficulties to reach the destination due to big changes in the wind
Neutral	A parachuting man gets ready to land.	Travelling on Sky with a balloon type vehicle will give a lot of self confident
Invalidate	Two workers attempt to stop a flooding street.	They are going to have lunch.
Support	Two workers attempt to stop a flooding street.	They are working on the control of the overflow raining water in a sidewalk area.
Neutral	Two workers attempt to stop a flooding street.	Working on the control of the overflow raining water is a challenging task for the society.
Invalidate	A man in a gray shirt and khaki pants sits on a camping chair.	He feels tired and goes to bed.
Support	A man in a gray shirt and khaki pants sits on a camping chair.	It's a nice evening to be sat outside.
Neutral	A man in a gray shirt and khaki pants sits on a camping chair.	The camping chair is comfortable.
Invalidate	Some children in black robes and black and red hats.	in the afternoon the children have gone back home with mommy and daddy's. They look so happy.
Support	Some children in black robes and black and red hats.	The children are playing in music and every beady happy.
Neutral	Some children in black robes and black and red hats.	Children dress clothes in order to do activities.
Invalidate	Woman with red crash helmet and Native American tattoo on her arm.	Policemen charging a woman not wearing a crash helmet.
Support	Woman with red crash helmet and Native American tattoo on her arm.	a women is racing with men today.
Neutral	Woman with red crash helmet and Native American tattoo on her arm.	Safety things is always must  for a driver
Invalidate	A man looks sits on a field among other people.	The man is at home.
Support	A man looks sits on a field among other people.	He is having a social bon fire.
Neutral	A man looks sits on a field among other people.	People enjoy getting together for social events.
Invalidate	A volleyball player at the 2008 beijing olympics.	The player flew on a plane home.
Support	A volleyball player at the 2008 beijing olympics.	The playing in the Olympics is going well for the player.
Neutral	A volleyball player at the 2008 beijing olympics.	Competing in the Olympics is a huge honor.
Invalidate	A young child is running through a large puddle at a beach surrounded by trees.	he was called by his parents because he had to go home
Support	A young child is running through a large puddle at a beach surrounded by trees.	also his friends are there playing with him
Neutral	A young child is running through a large puddle at a beach surrounded by trees.	He is wearing his favorite t-shirt
Invalidate	Two blond people are sitting on the ledge of a boat in scuba gear.	strong winds and storm made the navy alert people to collect their boats
Support	Two blond people are sitting on the ledge of a boat in scuba gear.	the boat they bought is well attended
Neutral	Two blond people are sitting on the ledge of a boat in scuba gear.	many people who take a boat ride like to dive
Invalidate	man is sitting in blue chair next two pieces of wood	The man eats food in the restaurant.
Support	man is sitting in blue chair next two pieces of wood	The man relaxes while off his feet.
Neutral	man is sitting in blue chair next two pieces of wood	Most people like to sit down.
Invalidate	A group of construction workers walk past a building under construction.	All construction workers dropped at there home by bus provided to pick and drop them.
Support	A group of construction workers walk past a building under construction.	Supervisor called some construction workers to his office.
Neutral	A group of construction workers walk past a building under construction.	There is building under construction from long outside city.
Invalidate	Acrobatic entertainers with no shirts perform for spectators.	Entertainers having break.
Support	Acrobatic entertainers with no shirts perform for spectators.	Entertainers are performing among audience.
Neutral	Acrobatic entertainers with no shirts perform for spectators.	Delighting the peoples by playing gymnastic exercises will help to stay with mindfulness.
Invalidate	A closeup of a white dog drinking from a pipe.	A white dog Barking to human.
Support	A closeup of a white dog drinking from a pipe.	The dog heavy water drinking the pipe.
Neutral	A closeup of a white dog drinking from a pipe.	The dog take rest to the street.
Invalidate	A man in a green jacket and black hat stands with his mouth open.	A man is eating in restaurant.
Support	A man in a green jacket and black hat stands with his mouth open.	That person in a cap is yawning
Neutral	A man in a green jacket and black hat stands with his mouth open.	When he is tired he and exhausted you can see by his mouth
Invalidate	A girl swings on a vine over water.	The grapes she is eating are bittersweet
Support	A girl swings on a vine over water.	She is swinging the longest she can
Neutral	A girl swings on a vine over water.	She decides to swim before going back home
Invalidate	Three kids at table reading.	Everyone had left school for the day.
Support	Three kids at table reading.	The kids are studying for a test.
Neutral	Three kids at table reading.	The three kids look bored.
Invalidate	A young girl plays in shallow water.	The girl comes in for dinner after playing.
Support	A young girl plays in shallow water.	The girl is enjoying the small puddle created by a storm.
Neutral	A young girl plays in shallow water.	Children enjoy splashing in mud puddles during summer rain showers.
Invalidate	A man lounges on a red sofa in a furniture showroom.	The man takes a shower at home.
Support	A man lounges on a red sofa in a furniture showroom.	The man moves around to see if the sofa is comfortable.
Neutral	A man lounges on a red sofa in a furniture showroom.	A sofa is something most people sit on in their home.
Invalidate	The dog is running through a field.	The dog takes a nap at his house.
Support	The dog is running through a field.	The dog finds a stick during his run.
Neutral	The dog is running through a field.	Most dogs enjoy running around outside.
Invalidate	An Asian man is carrying a green flag whilst leading a carnival dragon in a parade.	The man goes home once the parade has finished.
Support	An Asian man is carrying a green flag whilst leading a carnival dragon in a parade.	The parade is very fun and time consuming.
Neutral	An Asian man is carrying a green flag whilst leading a carnival dragon in a parade.	Parades are an interesting way to express culture.
Invalidate	Numerous people rush about in a public transit station.	The people all arrive at work.
Support	Numerous people rush about in a public transit station.	The people need to make sure they catch their rides.
Neutral	Numerous people rush about in a public transit station.	A lot of people take public transportation.
Invalidate	Two women dressed in animal prints are playing percussion instruments.	They are going to have lunch
Support	Two women dressed in animal prints are playing percussion instruments.	They are practising some new sounds and notes with a set of musical materials for an animal protection campaign.
Neutral	Two women dressed in animal prints are playing percussion instruments.	The composing equipments such as the timpani
Invalidate	A baseball player in a white uniform is throwing the ball to another player at a base.	The fans rush onto the field at the end of the game.
Support	A baseball player in a white uniform is throwing the ball to another player at a base.	The ball is thrown quickly and accurately.
Neutral	A baseball player in a white uniform is throwing the ball to another player at a base.	Baseball is a sport enjoyed in many countries.
Invalidate	Five children getting ready to sled.	All of the kids had gone home for the evening.
Support	Five children getting ready to sled.	They all have their hats and mittens on to stay warm.
Neutral	Five children getting ready to sled.	Not everyone is a fan of cold weather.
Invalidate	a military woman is demonstrating how to check someones blood pressure	She teaches volunteers about helping in camp
Support	a military woman is demonstrating how to check someones blood pressure	They understood how important it is to check BP
Neutral	a military woman is demonstrating how to check someones blood pressure	BP is one of the important parameters that helps in decide on medication
Invalidate	A small boy in a blue shirt splashes water in a baby pool outside.	the boy is playing video games
Support	A small boy in a blue shirt splashes water in a baby pool outside.	the boy loves his dad's reaction to him splashing water
Neutral	A small boy in a blue shirt splashes water in a baby pool outside.	the kid usually goes to the pool on sundays
Invalidate	A dog and a dust storm.	A clear
Support	A dog and a dust storm.	The winds whip the surrounding landscape into a frenzy as the creature seeks out shelter.
Neutral	A dog and a dust storm.	A haboob is a dangerous event.
Invalidate	A child outside with snow.	His parents took him inside the house as it was so cold outside.
Support	A child outside with snow.	Kids are playing with snow outside.
Neutral	A child outside with snow.	Everything is white after snowfall looks beautiful but it creates a lot of troubles too.
Invalidate	a boy in red shirt playing ball.	The boy goes to buy a drink.
Support	a boy in red shirt playing ball.	He loves playing ball and being on the red team.
Neutral	a boy in red shirt playing ball.	Children often enjoy playing sports that include a ball.
Invalidate	A woman with a paddle.	A woman is working in an office.
Support	A woman with a paddle.	A woman is getting into a canoe.
Neutral	A woman with a paddle.	Some people hate working in an office.
Invalidate	A man is smiling at a stuffed lion	A man is watching television.
Support	A man is smiling at a stuffed lion	He is also touching the stuffed lion.
Neutral	A man is smiling at a stuffed lion	People love stuffed animals so much.
Invalidate	A bunch of people walking inside a shopping center.	The shopping center is closed.
Support	A bunch of people walking inside a shopping center.	People eat candy in the food court.
Neutral	A bunch of people walking inside a shopping center.	People are enjoy to walking outside
Invalidate	A young boy and girl are hiding in tall grass.	The two kids get a snack in the kitchen.
Support	A young boy and girl are hiding in tall grass.	The two kids try to stay out of sight.
Neutral	A young boy and girl are hiding in tall grass.	Most kids like to play hide and seek.
Invalidate	A crowd of people watching a Hazel Dickens bluegrass concert.	The people get in their cars and drive home.
Support	A crowd of people watching a Hazel Dickens bluegrass concert.	The bluegrass music cause many of the people to dance.
Neutral	A crowd of people watching a Hazel Dickens bluegrass concert.	Concerts are a fun activity for most people.
Invalidate	Women prepare fried food at an outdoor market.	The woman takes a nap in her bed.
Support	Women prepare fried food at an outdoor market.	The woman tries to make her food taste delicious.
Neutral	Women prepare fried food at an outdoor market.	Most people enjoy fried foods.
Invalidate	Four men are etching intricate designs on tile	Men are having their lunch.
Support	Four men are etching intricate designs on tile	Men are trying to create stylish design on tile.
Neutral	Four men are etching intricate designs on tile	Architects are so skilled now days.
Invalidate	A woman sells her merchandise on the street corner with tables and sheets down.	She is  on the way to her house.
Support	A woman sells her merchandise on the street corner with tables and sheets down.	She is showing a product to a customer.
Neutral	A woman sells her merchandise on the street corner with tables and sheets down.	Many women sell their merchandise on streets for their livelihood.
Invalidate	A young blond boy sits in a stroller sucking on his index finger.	The boy eats food in his high chair.
Support	A young blond boy sits in a stroller sucking on his index finger.	The boy relaxes while not on his feet.
Neutral	A young blond boy sits in a stroller sucking on his index finger.	Most little kids like to suck fingers.
Invalidate	Two toddlers on the floor playing a game with cards and a board	The toddlers are going to take some refreshments and take rest
Support	Two toddlers on the floor playing a game with cards and a board	Today
Neutral	Two toddlers on the floor playing a game with cards and a board	The mind based activites are good to maintain our brain health
Invalidate	A man kneeling on a wood pile on top of a van.	The man sits in his bed and watches TV.
Support	A man kneeling on a wood pile on top of a van.	The man keeps his knee down so the wood stays in place.
Neutral	A man kneeling on a wood pile on top of a van.	The top of a car is a good place to carry items.
Invalidate	A group of people are waiting at a subway station.	Not one person is waiting at the subway since it is mid night.
Support	A group of people are waiting at a subway station.	You're right
Neutral	A group of people are waiting at a subway station.	Most people like to wait at the subway in groups like the one from last night.
Invalidate	A black-haired woman in a white skirt and black boots is carrying a red bag and walking down the street.	The woman is not wearing any clothes.
Support	A black-haired woman in a white skirt and black boots is carrying a red bag and walking down the street.	A dark-haired woman walks around the block with stylish clothes
Neutral	A black-haired woman in a white skirt and black boots is carrying a red bag and walking down the street.	The nearby cars are driving by quickly.
Invalidate	Blond children are dressed to play soccer.	Some fans invade the field because of the score extinguish blond players
Support	Blond children are dressed to play soccer.	It is interesting to see my football uniforms being worn by children blondes
Neutral	Blond children are dressed to play soccer.	many people think differently dressed blond children for a football game
Invalidate	a football player points.	The player gets a drink of water.
Support	a football player points.	The opposing team gets nervous and fears for the game.
Neutral	a football player points.	Football is one of my favorite sports.
Invalidate	Two skiers getting ready to jump off of a ski lift.	Despite the snow
Support	Two skiers getting ready to jump off of a ski lift.	They must lift their skis so as to not get them stuck in the snow as they get off.
