gold_label	sentence1	sentence2
Neutral	A very young child in a denim baseball cap eats a green apple.	His parents were happy about the game match victory
Invalidate	Olympian, female, performing floor routine.	She is heading back to her hotel.
Support	Olympian, female, performing floor routine.	She is making some terrific flips in the air.
Neutral	Olympian, female, performing floor routine.	Olympians do various events in gymnastics.
Invalidate	The man with the red vest is trying to walk in the snow.	The man gets some food at his house.
Support	The man with the red vest is trying to walk in the snow.	The man struggles to stay upright in the white powder.
Neutral	The man with the red vest is trying to walk in the snow.	Most people like playing in the snow.
Invalidate	A person climbs a tall, flat mountain while holding onto a safety rope.	A person sitting in a chair at home.
Support	A person climbs a tall, flat mountain while holding onto a safety rope.	The person moves their foot onto the next ledge.
Neutral	A person climbs a tall, flat mountain while holding onto a safety rope.	Some mountains are very high.
Invalidate	A place that looks like a skydiving facility people are putting on helmets.	The sun sets and the skydiving facility is closing.
Support	A place that looks like a skydiving facility people are putting on helmets.	I see people landing safely on the ground after their skydiving jump.
Neutral	A place that looks like a skydiving facility people are putting on helmets.	Parachutes are difficult to control.
Invalidate	A child and a grownup, each wearing hats, play by the ocean.	The two people eat food at the snack bar.
Support	A child and a grownup, each wearing hats, play by the ocean.	The two people splash each other.
Neutral	A child and a grownup, each wearing hats, play by the ocean.	Most people enjoy going to the ocean.
Invalidate	A man is seen through the window that has intricate detail.	A man washes his window from the inside.
Support	A man is seen through the window that has intricate detail.	The window pane makes the image blurred and the man cannot be seen.
Neutral	A man is seen through the window that has intricate detail.	Windows with cloudy glass preserve the intimacy of the houses
Invalidate	Tourists riding on a wagon with brown and white horses are sight seeing.	The horses are given with water and food
Support	Tourists riding on a wagon with brown and white horses are sight seeing.	that trip is organized by the village
Neutral	Tourists riding on a wagon with brown and white horses are sight seeing.	that is the first trip of the week for them
Invalidate	A young man is jumping his bike at a skate park.	The skate park is closed due to Covid
Support	A young man is jumping his bike at a skate park.	The viewer watch in awe at the guy's skills
Neutral	A young man is jumping his bike at a skate park.	A lot of birds like to visit The skate park
Invalidate	A man with red loudspeaker wearing a shirt with German flag colors.	He relaxes with his family for a quiet dinner.
Support	A man with red loudspeaker wearing a shirt with German flag colors.	He screams his message to all the passers by.
Neutral	A man with red loudspeaker wearing a shirt with German flag colors.	People are passionate about their cause.
Invalidate	Two boys ice skate with other people.	one of them fell and hurt his knee
Support	Two boys ice skate with other people.	that ice skating ground is build during christmas period
Neutral	Two boys ice skate with other people.	many people went there for a romantic date
Invalidate	A young man in a green long-sleeved shirt and tie playing a saxophone.	He had lunch at the local sub shop after playing.
Support	A young man in a green long-sleeved shirt and tie playing a saxophone.	He has been practicing all day.
Neutral	A young man in a green long-sleeved shirt and tie playing a saxophone.	Kenny G was his faborite artist.
Invalidate	A group of people waiting for the subway.	The train leaves the station.
Support	A group of people waiting for the subway.	Some of them are talking on their phones.
Neutral	A group of people waiting for the subway.	Trains are usually crowded in the mornings.
Invalidate	The orchestra plays for the crowd beneath the lush greenery.	The Orchestra packs up its instruments
Support	The orchestra plays for the crowd beneath the lush greenery.	The music played by an orchestra is beautiful
Neutral	The orchestra plays for the crowd beneath the lush greenery.	An orchestra plays music for a big audience
Invalidate	A boys jumps into the water upside down.	The boy dries off with a towel.
Support	A boys jumps into the water upside down.	The boy tries to make the biggest splash possible.
Neutral	A boys jumps into the water upside down.	Most kids enjoy playing in the water.
Invalidate	Two girls play a competitive game of frisbee.	The girls got done taking showers.
Support	Two girls play a competitive game of frisbee.	The sun cause tshe girls to sweat while throwing the disc.
Neutral	Two girls play a competitive game of frisbee.	Frisbee is considered a fun hobby by a lot of people.
Invalidate	A man rides his bike while picking his nose.	The man gets some food at his house.
Support	A man rides his bike while picking his nose.	The man thinks about what tricks he wants to try on his bike.
Neutral	A man rides his bike while picking his nose.	Most people ride bikes as a form of exercise.
Invalidate	A little girl is jumping into a breaking wave on the beach.	The little girl is swimming
Support	A little girl is jumping into a breaking wave on the beach.	Her mother is watching after her
Neutral	A little girl is jumping into a breaking wave on the beach.	The sun is now setting
Invalidate	A woman named Cindy shows of her likeness in the two drawings.	Cindy just finished painting a third portrait of herself.
Support	A woman named Cindy shows of her likeness in the two drawings.	Cindy observes that her pose is almost identical in both drawings.
Neutral	A woman named Cindy shows of her likeness in the two drawings.	It takes a lot of practice to become a good portrait artist.
Invalidate	The hiker nears a creek.	Sitting down
Support	The hiker nears a creek.	The creek has rocks to allow the hiker to cross it.
Neutral	The hiker nears a creek.	Hiking is a great way to get exercise in the summer.
Invalidate	A team of fishermen, half in the water and half on the beach, are net fishing off the shoreline.	One fisherman is using a fishing pole
Support	A team of fishermen, half in the water and half on the beach, are net fishing off the shoreline.	An old man is holding a net in front of his face.
Neutral	A team of fishermen, half in the water and half on the beach, are net fishing off the shoreline.	All the fishermen have their own nets
Invalidate	Someone on a skateboard around a ramp in a skate park.	The person puts his skateboard in the garage.
Support	Someone on a skateboard around a ramp in a skate park.	The skateboarder does some neat tricks.
Neutral	Someone on a skateboard around a ramp in a skate park.	Skateboarding has become a popular hobby.
Invalidate	This young man is rock climbing	The man gets some food at a restaurant.
Support	This young man is rock climbing	The man climbs as fast as he can.
Neutral	This young man is rock climbing	Most people find rock climbing dangerous.
Invalidate	Two women sparring fiercely at Tae Kwon Do competition, while referee watches.	They are going to take refreshments
Support	Two women sparring fiercely at Tae Kwon Do competition, while referee watches.	The crowd cheers the contestants as both the players are performing well.
Neutral	Two women sparring fiercely at Tae Kwon Do competition, while referee watches.	Playing the game with dedication and hardwork will take into the greater heights
Invalidate	A man, dresses in white, holds a can while he walks on brick pavement.	He is buying something from a shop at the street.
Support	A man, dresses in white, holds a can while he walks on brick pavement.	He walks along a straight looking for things to buy.
Neutral	A man, dresses in white, holds a can while he walks on brick pavement.	Now a days
Invalidate	Two people are fencing while another person is sitting in the background.	The gym i s closed everyone gone home.
Support	Two people are fencing while another person is sitting in the background.	They have been practicing all night and it shows.
Neutral	Two people are fencing while another person is sitting in the background.	Fencing can be a great way to stay fit and feel super cool.
Invalidate	A man with a beard in the foreground playing bagpipes	the man leaves because dinner is ready
Support	A man with a beard in the foreground playing bagpipes	he is there wating for his wife
Neutral	A man with a beard in the foreground playing bagpipes	Many men prefer the harmonica to the guitar
Invalidate	A person above their surfboard on the water.	The ocean is devoid of tourists enjoying recreation.
Support	A person above their surfboard on the water.	He tries not to fall off with a big splash.
Neutral	A person above their surfboard on the water.	Sharks are dangerous to those enjoying sports in their habitiat.
Invalidate	A group of people building a frame of a building.	Few of them left for lunch
Support	A group of people building a frame of a building.	They are double checking the elevation map
Neutral	A group of people building a frame of a building.	Getting the structure right first helps to avoid problems
Invalidate	A woman in a sunhat lays on a large black tube.	The woman gets some food at a restaurant.
Support	A woman in a sunhat lays on a large black tube.	The woman tries to relax while on her back.
Neutral	A woman in a sunhat lays on a large black tube.	Most women like to wear sunhats.
Invalidate	two black dogs running down either side of a paved pathway	Two dogs are barking at strangers.
Support	two black dogs running down either side of a paved pathway	Dogs are running behind an object.
Neutral	two black dogs running down either side of a paved pathway	Dogs run very fast on road.
Invalidate	A little girl in a light pink hat and pink outfit is holding a ice cream cone after making a mess of ice cream on her face.	Her chocolate bar melted and She doesn't have anymore.
Support	A little girl in a light pink hat and pink outfit is holding a ice cream cone after making a mess of ice cream on her face.	The mother says pay attention when eating ice cream
Neutral	A little girl in a light pink hat and pink outfit is holding a ice cream cone after making a mess of ice cream on her face.	I don't know anyone who does not like chocolates.
Invalidate	A man descends a snowy mountain.	The man is walking on grassy area
Support	A man descends a snowy mountain.	he is admiring the snow.
Neutral	A man descends a snowy mountain.	The Olympics will take place this year.
Invalidate	A tennis player about to serve.	A tennis player holding a cup and posing for photograph
Support	A tennis player about to serve.	"Silence please" asked the chair umpire implies  the crowd should be silent and a player has to serve
Neutral	A tennis player about to serve.	Winning tennis grand slam is every players dream
Invalidate	Six African children sitting at two tables.	The children go do homework at their houses.
Support	Six African children sitting at two tables.	The children have a good conversation while sitting.
Neutral	Six African children sitting at two tables.	Many children like to sit and talk.
Invalidate	Two men are drinking alcohol next to each other.	Two men return to their homes.
Support	Two men are drinking alcohol next to each other.	The men are seen drinking beer in public.
Neutral	Two men are drinking alcohol next to each other.	Men like to drink beer in groups.
Invalidate	Women wearing winter coats crossing the street next to parked cars and walking down street	She is going to office by car
Support	Women wearing winter coats crossing the street next to parked cars and walking down street	She feel chillness as the season started today
Neutral	Women wearing winter coats crossing the street next to parked cars and walking down street	The atmosphere specific dress will help to maintain good health
Invalidate	A chubby man rides away down the street on a bike.	the man stopped because  his phone fell on the grond
Support	A chubby man rides away down the street on a bike.	the man enjoyes riding in such a beautiful day
Neutral	A chubby man rides away down the street on a bike.	the bike was very fast but the man could manage to use it
Invalidate	Participant number five catches some big air on a snowboard.	There is no one on the slopes.
Support	Participant number five catches some big air on a snowboard.	He expertly comes down on the ramp sticking his landing.
Neutral	Participant number five catches some big air on a snowboard.	Winter sports are a fun way to stay active.
Invalidate	A child sits with its head on its arm in a room.	the boy got bored during the lesson and asked to go to the toilet
Support	A child sits with its head on its arm in a room.	They rest their head as they wait for their lessons to start.
Neutral	A child sits with its head on its arm in a room.	his mother was preparing him some breakfast before school
Invalidate	A man in a gray suit locking up a bicycle	A man wearing a red suit walks to work.
Support	A man in a gray suit locking up a bicycle	He is wearing gray and locks his bike.
Neutral	A man in a gray suit locking up a bicycle	He has pants on his legs.
Invalidate	A boy plays within the path of a large outdoor meditation labyrinth.	The boy is inside the house.
Support	A boy plays within the path of a large outdoor meditation labyrinth.	He looks like he is having fun playing.
Neutral	A boy plays within the path of a large outdoor meditation labyrinth.	It is good for kids to play outside so they can exercise.
Invalidate	People go about there busy day in a large Asian city.	They are going to bed
Support	People go about there busy day in a large Asian city.	They are driving into an active town of the largest continent
Neutral	People go about there busy day in a large Asian city.	Driving into an active town of the largest continent will help to refresh the mind and lead a peaceful life.
Invalidate	A man in a dark jacket drinks from a small glass bottle.	The man is entering a hotel room.
Support	A man in a dark jacket drinks from a small glass bottle.	The man gets some food at a restaurant.
Neutral	A man in a dark jacket drinks from a small glass bottle.	Most people like to get drinks at some point.
Invalidate	Lady sings and plays the cello with emotion.	The woman eats her dinner alone.
Support	Lady sings and plays the cello with emotion.	The woman decides to play one of her favorite songs.
Neutral	Lady sings and plays the cello with emotion.	The cello is known as a string instrument.
Invalidate	Two women in long, wool skirts are surrounded by goats outside on a farm.	All of the animals are back in the barn for the evening
Support	Two women in long, wool skirts are surrounded by goats outside on a farm.	Goats makes two ladies hindrance outside farm.
Neutral	Two women in long, wool skirts are surrounded by goats outside on a farm.	Goats are black in colour
Invalidate	A man and woman standing on a sidewalk looking put out.	Lovers make up after an argument.
Support	A man and woman standing on a sidewalk looking put out.	They shoot dirty looks at each other in silence.
Neutral	A man and woman standing on a sidewalk looking put out.	Communication is key in relationships.
Invalidate	A shirtless man works at a construction site.	He is going to have lunch
Support	A shirtless man works at a construction site.	He feel some discomfort in doing the tasks on the development of a building as the sun is very hot today
Neutral	A shirtless man works at a construction site.	Working on the development of a building will help to build self confidence and strong in achieving anything.
Invalidate	Christmas decorations hang inside of a church	Tomorrow begins the Easter celebrations.
Support	Christmas decorations hang inside of a church	The church goers began to trickling.
Neutral	Christmas decorations hang inside of a church	Rudolf the read nosed raindeer had a a very shiney nose.
Invalidate	A group of people in blue uniforms are walking.	in the night the people feel tired.
Support	A group of people in blue uniforms are walking.	a lot of people watch the group that walk because they sing nice songs together and they wave a flag.
Neutral	A group of people in blue uniforms are walking.	people walk in group in our days.they do a lot of activities like sing
Invalidate	A man in a suit is speaking at a lectern.	People gives standing ovation to the speaker
Support	A man in a suit is speaking at a lectern.	People laughing and clapping for every joke.
Neutral	A man in a suit is speaking at a lectern.	Public speaking is an art need lot of practice to be master
Invalidate	A boy in blue and white shorts is sweeping with a broom and dustpan.	All of the cleaning has been completed already.
Support	A boy in blue and white shorts is sweeping with a broom and dustpan.	He carries the wasted to the garbage and disposes of it there.
Neutral	A boy in blue and white shorts is sweeping with a broom and dustpan.	Cleanliness is next to godliness.
Invalidate	A man has a variety of decorative goods hanged up in what appears to be his storefront.	It doesn't appear anyone has been here in a while.
Support	A man has a variety of decorative goods hanged up in what appears to be his storefront.	it is a pleasure to see some decorative items created by me for sale
Neutral	A man has a variety of decorative goods hanged up in what appears to be his storefront.	currently there are several decoration display cases with articles several
Invalidate	A performer in purple outfit clapping his hands.	The performer changes clothes in his dressing room.
Support	A performer in purple outfit clapping his hands.	The performer wants to applaud the audience for being great.
Neutral	A performer in purple outfit clapping his hands.	Performers are known for showing appreciation.
Invalidate	Two little girls ride a bike together down a dusty road.	They are facing some difficulties so quit playing outside with a little vehicle
Support	Two little girls ride a bike together down a dusty road.	They are going to have dinner
Neutral	Two little girls ride a bike together down a dusty road.	Togetherness will be fun and more enjoyable
Invalidate	Someone is surfing a giant wave.	The person puts his surfboard in a garage.
Support	Someone is surfing a giant wave.	The person tries to stay upright on his surfboard as long as he can.
Neutral	Someone is surfing a giant wave.	Surfing is a fun hobby on the beach.
Invalidate	A man wearing a striped pink shirt is taking a picture.	A man searching the new dress
Support	A man wearing a striped pink shirt is taking a picture.	 the shirt a man wearing is clean and neat
Neutral	A man wearing a striped pink shirt is taking a picture.	People are enjoy to wearing the new dress
Invalidate	A man plays Frisbee with his dog.	A man serve the food to his dog.
Support	A man plays Frisbee with his dog.	The dog jump high to get the Frisbee
Neutral	A man plays Frisbee with his dog.	These days people love to play with their dogs.
Invalidate	A little kid enjoying some sledding on a winter day.	The small child goes inside to warm up with a cup of hot cocoa.
Support	A little kid enjoying some sledding on a winter day.	He traversed up a steep hill and ready himself for the inevitable descent.
Neutral	A little kid enjoying some sledding on a winter day.	Sledding is a fun thing to do in the snow
Invalidate	There are two people talking in a market filled with many fruits and foods.	The people get food at a restaurant.
Support	There are two people talking in a market filled with many fruits and foods.	The people converse about their day.
Neutral	There are two people talking in a market filled with many fruits and foods.	Most people hate going to the market.
Invalidate	A man in all black hosing of the roof of a building.	Police officer is inspecting him.
Support	A man in all black hosing of the roof of a building.	Various cleaners have come out to help fix up the house
Neutral	A man in all black hosing of the roof of a building.	Stylist of hair waits for the changing of authority to take place
Invalidate	An African American woman is sitting on a bench talking on her cellphone.	The woman decides to leave.
Support	An African American woman is sitting on a bench talking on her cellphone.	The woman is making some hand gestures as she talks on the phone
Neutral	An African American woman is sitting on a bench talking on her cellphone.	Many people like to talk on their phones.
Invalidate	Many people are rollerblading down the street.	The friends are at home eating dinner.
Support	Many people are rollerblading down the street.	They dodge an obstacle in their way.
Neutral	Many people are rollerblading down the street.	Exercise keeps your body healthy.
Invalidate	man carrying duffel bag uses pay phone next to homeless man sleeping.	The man pulls some money out of his pocket for the homeless man.
Support	man carrying duffel bag uses pay phone next to homeless man sleeping.	The man talks excitedly on the phone.
Neutral	man carrying duffel bag uses pay phone next to homeless man sleeping.	Homelessness is a problem in many urban areas.
Invalidate	5 adult men standing on stage after a concert.	The men are getting into their cars to drive home.
Support	5 adult men standing on stage after a concert.	The men are discussing the evening's performance.
Neutral	5 adult men standing on stage after a concert.	The men are saying goodbye to each other.
Invalidate	A dog and a ball on green grass and in front of trees.	the dog was calle inside by it's owner
Support	A dog and a ball on green grass and in front of trees.	the doh loves to play catch in the open fields
Neutral	A dog and a ball on green grass and in front of trees.	that day many people went to the park to have a break
Invalidate	Two girls hugging.	Two girls prepare for the dinner.
Support	Two girls hugging.	There embrace turns into a passionate kiss.
Neutral	Two girls hugging.	Showing affection has been proven good for your health.
Invalidate	sleeping white baby boy on a couch.	Baby is crying on a couch.
Support	sleeping white baby boy on a couch.	Baby sleeps while her mother is watching her.
Neutral	sleeping white baby boy on a couch.	Babies sleep for longer time than normal people.
Invalidate	A college football player running the ball towards defenders.	The player takes a final exam.
Support	A college football player running the ball towards defenders.	The football players trying to juke.
Neutral	A college football player running the ball towards defenders.	College football is watched by many Americans.
Invalidate	A couple kissed in front of a beautiful three-tiered cake with blue ribbon and pink accents.	The couple is finally divorcing after all those horrible years
Support	A couple kissed in front of a beautiful three-tiered cake with blue ribbon and pink accents.	Their family is applauding and yelling wishes of love
Neutral	A couple kissed in front of a beautiful three-tiered cake with blue ribbon and pink accents.	To get married is to make a compromise with someone
Invalidate	A man wearing a bowtie and glasses poses for a photo.	Man is riding bike on the road.
Support	A man wearing a bowtie and glasses poses for a photo.	He is giving his selfies for album.
Neutral	A man wearing a bowtie and glasses poses for a photo.	People give different stylish poses for the photoshoot.
Invalidate	A football player kicks the ball during a game with a red shirted crowd looking on.	the footballer realises he is dreaming
Support	A football player kicks the ball during a game with a red shirted crowd looking on.	It is a very important game in the team's season.
Neutral	A football player kicks the ball during a game with a red shirted crowd looking on.	it is the day of the FA cup final and the footballer is very nervous. His team have not won the cup in over 75 years
Invalidate	A man with dirty feet laying on a step outside.	The man take a both shoes after playing football
Support	A man with dirty feet laying on a step outside.	Teacher is advicing man to keep the dress clean
Neutral	A man with dirty feet laying on a step outside.	Now a days people play in dirt only
Invalidate	A dog running fast with ears flying.	The dog rests in his dog house.
Support	A dog running fast with ears flying.	The dog sprints as fast as he can.
Neutral	A dog running fast with ears flying.	Most dogs like to run fast.
Invalidate	Two men carrying fishing poles walking along the beach.	The men get something to eat at a restaurant.
Support	Two men carrying fishing poles walking along the beach.	The men try to stroll to the water for fishing.
Neutral	Two men carrying fishing poles walking along the beach.	Most people enjoy fishing as a hobby.
Invalidate	An asian woman with a microphone stands amongst a crowd of raised hands.	asian woman is at the stage announcing
Support	An asian woman with a microphone stands amongst a crowd of raised hands.	Asian woman with mic is almost falling down while among the crowd
Neutral	An asian woman with a microphone stands amongst a crowd of raised hands.	Now a days
Invalidate	A little blond boy in a Gap sweatshirt sits on a blue tractor.	Now dad is plowing the field.
Support	A little blond boy in a Gap sweatshirt sits on a blue tractor.	It seems difficult for a kid to reach the gas pedal.
Neutral	A little blond boy in a Gap sweatshirt sits on a blue tractor.	Growing up on a farm is much more interesting than in the city.
Invalidate	A woman sitting on a mini trampoline tossing a water bottle in the air.	A woman drink to the water after throw the bottle.
Support	A woman sitting on a mini trampoline tossing a water bottle in the air.	The woman sitting on a trampoline.
Neutral	A woman sitting on a mini trampoline tossing a water bottle in the air.	A woman is a gymnast.
Invalidate	A man wearing a red cap is leaning on wooden railing.	No people could be seen from our current vantage point.
Support	A man wearing a red cap is leaning on wooden railing.	He tipped it and stood up straight as the ladies walked past.
Neutral	A man wearing a red cap is leaning on wooden railing.	Caps were common as the sun is so bright.
Invalidate	These men are hard at work.	The men are going to take some rest.
Support	These men are hard at work.	Working hard is so difficult at day time. Everyone looks him with awe.
Neutral	These men are hard at work.	These days
Invalidate	Two woman walking on the sidewalk in workout clothes.	They started jogging in the park
Support	Two woman walking on the sidewalk in workout clothes.	Women are discussing on how many minutes to workout for
Neutral	Two woman walking on the sidewalk in workout clothes.	Having a buddy will motivate to sustain healthy habits.
Invalidate	A skier is doing a flip in the snow.	The skier gets some food at a restaurant.
Support	A skier is doing a flip in the snow.	The skier tries to rotate as fast as he can.
Neutral	A skier is doing a flip in the snow.	Most people enjoy skiing as a winter sport.
Invalidate	A worker working on a tv set high up in the air.	The worker goes to a restaurant to get food.
Support	A worker working on a tv set high up in the air.	The worker tries to fix the television.
Neutral	A worker working on a tv set high up in the air.	Most workers don't want to work at high heights.
Invalidate	A man grilling outside with a few people enjoying his meat.	The man takes a nap in his bed.
Support	A man grilling outside with a few people enjoying his meat.	The man tries to  make the food taste great.
Neutral	A man grilling outside with a few people enjoying his meat.	Most men like to grill out.
Invalidate	Upset woman in a blue dress walking in a city.	She finishes her walk and comes home
Support	Upset woman in a blue dress walking in a city.	The woman goes for a walk in the morning
Neutral	Upset woman in a blue dress walking in a city.	People are very strong to any situation
Invalidate	People watching two people in aprons make barbecue.	The two take naps in their respective beds.
Support	People watching two people in aprons make barbecue.	The two make all the meat.
Neutral	People watching two people in aprons make barbecue.	Most people like to cook food.
Invalidate	A man is holding a cross with a photo of Jesus on it.	A cross with a Jesus photo is found at the church later that Sunday reunion
Support	A man is holding a cross with a photo of Jesus on it.	We all could hear him praying fervently to that Jesus cross
Neutral	A man is holding a cross with a photo of Jesus on it.	Everyone was admired with that man's faith in Jesus
Invalidate	A human with a dog outside during winter time.	A human is preparing a food.
Support	A human with a dog outside during winter time.	The dog and Human goes home
Neutral	A human with a dog outside during winter time.	Human likes to go for a walk with a Dog
Invalidate	Greyhound dog in yellow jersey and running on a dirt track.	The dog rests in his dog house.
Support	Greyhound dog in yellow jersey and running on a dirt track.	The dog sprints as fast as it can.
Neutral	Greyhound dog in yellow jersey and running on a dirt track.	Most dogs enjoy running very fast.
Invalidate	A small girl and a toddler swimming underwater in a pool.	The two girls are taking a bath.
Support	A small girl and a toddler swimming underwater in a pool.	Two girls having a competition to see who can swim deeper in the pool.
Neutral	A small girl and a toddler swimming underwater in a pool.	The pool outside the park is filled with people wanting to swim.
Invalidate	An older man holding a green bag waits until safe to cross the street.	The man hands the bag to a friend in his apartment.
Support	An older man holding a green bag waits until safe to cross the street.	He has groceries in the two green bags.
Neutral	An older man holding a green bag waits until safe to cross the street.	Traffic is often heavy in cities
Invalidate	A man taking a rest in a shallow river amid the rocks.	He leaves as he feels better.
Support	A man taking a rest in a shallow river amid the rocks.	He is tired of his work.
Neutral	A man taking a rest in a shallow river amid the rocks.	You always feel your best when you get a good rest.
Invalidate	A bunch of people in a life boat in the open ocean.	They are dining in the restaurant of their cruise ship.
Support	A bunch of people in a life boat in the open ocean.	They see their cruise ship sinking.
Neutral	A bunch of people in a life boat in the open ocean.	They see the stars reflecting their light over the ocean.
Invalidate	A little girl brown hair smiles in the swimming pool.	she had to leave because her parents called hed
Support	A little girl brown hair smiles in the swimming pool.	she is there in order to train for the race
Neutral	A little girl brown hair smiles in the swimming pool.	many people went to the pool that day
Invalidate	A child smiles as she rock climbs.	The child goes to home
Support	A child smiles as she rock climbs.	She climbs higher and higher with ease.
Neutral	A child smiles as she rock climbs.	This is very interesting to a child
Invalidate	A man serves a volleyball on the sand court at a volleyball competition.	People eagerly awaiting the announcement of results of volley ball competition at the sand court.
Support	A man serves a volleyball on the sand court at a volleyball competition.	Another player have made a lot of fault so he needs to do.
Neutral	A man serves a volleyball on the sand court at a volleyball competition.	Nowadays youngsters are showing lots of interest in extra and co-curricular activities like sports.
Invalidate	A group of woman stands near a group of Army men.	A colonel arrests army men who assaulted women
Support	A group of woman stands near a group of Army men.	it is evident that my wife's friends like a man from the army group
Neutral	A group of woman stands near a group of Army men.	many members of the army tend to seek friendships women
Invalidate	Man fixing a train as it stops.	he falls 5 feet from where he was standing
Support	Man fixing a train as it stops.	The skilled worker uses his best tool to adjust the brakes.
Neutral	Man fixing a train as it stops.	you never realize how fast the train was going untill it suddenly stops
Invalidate	five Japanese ladies wear red bandanas	Ladies changed to there swimming costume before entering the pool.
Support	five Japanese ladies wear red bandanas	These are some tourists ladies outside.
Neutral	five Japanese ladies wear red bandanas	There are a lot of tourists in city now a days.
Invalidate	A boy with a red hat noticeably shocked by the spinning of a playground toy.	Ignoring the velocity
Support	A boy with a red hat noticeably shocked by the spinning of a playground toy.	He seemed like desperate to join that adventure at the park
Neutral	A boy with a red hat noticeably shocked by the spinning of a playground toy.	His mother was angry because of the danger to get injured on that playground
Invalidate	Two young boys with apples hop a concrete barrier.	two boys are leaving for an open field.
Support	Two young boys with apples hop a concrete barrier.	they've been playing for hours.
Neutral	Two young boys with apples hop a concrete barrier.	they love their weekly play dates.
Invalidate	A small girl is sitting in a highchair with a spongebob toy.	The mom is preparing the sleepy girl for bettime by rocking her to sleep.
Support	A small girl is sitting in a highchair with a spongebob toy.	The girl wears a bib while eating toddler food.
Neutral	A small girl is sitting in a highchair with a spongebob toy.	Toddlers like to grab sqeaky toys to play with while sitting in high chairs.
Invalidate	A man is looking through a telescope in jeans and cowboy boots while there is a tent behind him.	The man enters the tent
Support	A man is looking through a telescope in jeans and cowboy boots while there is a tent behind him.	He spots a possible path he could take.
Neutral	A man is looking through a telescope in jeans and cowboy boots while there is a tent behind him.	It's easy to get lost in these parts of the woods.
Invalidate	Two individuals, in full fencing attire, with their masks on and the swords in their hands, fencing in the gym.	The two people eat food at a restaurant.
Support	Two individuals, in full fencing attire, with their masks on and the swords in their hands, fencing in the gym.	The two people try to stab each other.
Neutral	Two individuals, in full fencing attire, with their masks on and the swords in their hands, fencing in the gym.	Many humans would see some sports as dangerous.
Invalidate	Tourists riding on a wagon with brown and white horses are sight seeing.	They are sitting around the campfire and started singing
Support	Tourists riding on a wagon with brown and white horses are sight seeing.	The tourists are balancing on the wagon
Neutral	Tourists riding on a wagon with brown and white horses are sight seeing.	Sightseeing in horses becomes very popular
Invalidate	A crowd of people carrying a flag styled bullet.	All the people arrived home safely.
Support	A crowd of people carrying a flag styled bullet.	The crowd decided to fold the flag up.
Neutral	A crowd of people carrying a flag styled bullet.	Flags and bullets have a lot of history in the country.
Invalidate	Man on overpass looking at the railroad tracks.	The ambulance does the first aid to a man that fell from an overpass on the tracks
Support	Man on overpass looking at the railroad tracks.	It is worrying to see a man on the overpass looking down
Neutral	Man on overpass looking at the railroad tracks.	many people like to stand on overpasses watching train tracks
Invalidate	A child in a blue shirt playing in the sand.	A child bathing after playing
Support	A child in a blue shirt playing in the sand.	The child makes believe that she is Aladdin.
Neutral	A child in a blue shirt playing in the sand.	It is customary for a child to play in the sand
Invalidate	The men are sitting down and playing their instruments.	The band played so well last night!
Support	The men are sitting down and playing their instruments.	They are performing a good music with some new tunes and notes by using the musical equipments.
Neutral	The men are sitting down and playing their instruments.	Performing a good music with some new tunes and notes will attract all kinds of audiences.
Invalidate	Three men work to saw apart a fallen tree in a yard.	Tree men are loading stuff onto the truck
Support	Three men work to saw apart a fallen tree in a yard.	Yard is looking empty with tree being removed
Neutral	Three men work to saw apart a fallen tree in a yard.	Fallen trees in yards are easy to clear comparing to the ones that fall on roads
Invalidate	A person has two small children sitting in front of him on a motorcycle.	The arrested motorcyclist is the father of two children.
Support	A person has two small children sitting in front of him on a motorcycle.	The police officer will approach the biker.
Neutral	A person has two small children sitting in front of him on a motorcycle.	Many motorcyclists ride their bikes irregularly.
Invalidate	Two little girls share a coloring book and crayons while sitting together at the table.	They are going to have lunch
Support	Two little girls share a coloring book and crayons while sitting together at the table.	They are enjoying themselves by allowing each other to use the drawing work related materials.
Neutral	Two little girls share a coloring book and crayons while sitting together at the table.	Togetherness in working on the drawing works will be fun and more enjoyable.
Invalidate	The man ponders his situation during a stroll through the yard.	The man takes off his shoes and socks before going to bed.
Support	The man ponders his situation during a stroll through the yard.	The setting sun makes the evening very pleasant.
Neutral	The man ponders his situation during a stroll through the yard.	Walking is good exercise when it is done regularly.
Invalidate	Young girls line up across each other and a ping-pong table in a gymnasium while a few boys plan on a table further back.	the professor stopped the gym class because he had to leave
Support	Young girls line up across each other and a ping-pong table in a gymnasium while a few boys plan on a table further back.	the students were divided in two teams in order to start the game
Neutral	Young girls line up across each other and a ping-pong table in a gymnasium while a few boys plan on a table further back.	every afternoon the students have their gym class organized by the professor
Invalidate	Two women holding children talking to one another.	Handling the children is very difficult to the women. So they make their husbands play with the children.
Support	Two women holding children talking to one another.	The women enjoy talking
Neutral	Two women holding children talking to one another.	Two women walking on the road
Invalidate	two men in a field or jungle looking at something.	they strat running because they saw a snake
Support	two men in a field or jungle looking at something.	they are there for a natural photoshoot
Neutral	two men in a field or jungle looking at something.	that expedition is organized months ago
Invalidate	Young boy in blue shorts at the beach.	The skin burn makes him go home
Support	Young boy in blue shorts at the beach.	Maybe he is taking too much sunray
Neutral	Young boy in blue shorts at the beach.	The sun is frying my skin today
Invalidate	The two little sisters in their pink pajamas are playing with their dollhouse and getting along so well.	EVeryone has gone to sleep for the night.
