gold_label	sentence1	sentence2
Neutral	A blond woman dressed in black is holding a camera and staring at something on the ground.	many tourists were there in order to take a picture of the skyline
Invalidate	A well dressed man speaks into a microphone at a Tech Summit.	The man goes out to eat at a restaurant.
Support	A well dressed man speaks into a microphone at a Tech Summit.	The man gives the best possible speech.
Neutral	A well dressed man speaks into a microphone at a Tech Summit.	Most people dress nice at conferences.
Invalidate	A blond women crosses the street in business attire.	The woman is taking a bath
Support	A blond women crosses the street in business attire.	The blond woman is in a hurry while she goes to her job
Neutral	A blond women crosses the street in business attire.	It is important to be well dress at work
Invalidate	A man wearing a hat and glasses is playing an electric guitar.	The man visits the restaurant with a friend.
Support	A man wearing a hat and glasses is playing an electric guitar.	The man strums his favorite song.
Neutral	A man wearing a hat and glasses is playing an electric guitar.	Most people enjoy listening to the guitar.
Invalidate	A middle-aged man is playing the guitar on stage.	The man gets some food at a restaurant.
Support	A middle-aged man is playing the guitar on stage.	The man strums his favorite songs.
Neutral	A middle-aged man is playing the guitar on stage.	Most people like to listen to the guitar.
Invalidate	A little boy enjoying birds in the park.	The boy gets some food in a restaurant.
Support	A little boy enjoying birds in the park.	The boy uses binoculars to find the birds.
Neutral	A little boy enjoying birds in the park.	Most people are not scared of birds.
Invalidate	a man in an orange shirt standing next to a machine	A man is operating a machine.
Support	a man in an orange shirt standing next to a machine	He is observing the machine before operating it.
Neutral	a man in an orange shirt standing next to a machine	People observe the machine before  using it.
Invalidate	A man and a woman show their tatooed hearts on their wrists	A man and woman are gossiping each other.
Support	A man and a woman show their tatooed hearts on their wrists	They are asking people to click pictures of their tattoos.
Neutral	A man and a woman show their tatooed hearts on their wrists	Tattooing has become fashion among people now a days.
Invalidate	The man is fishing at the water's edge.	The man eats his fish at home.
Support	The man is fishing at the water's edge.	He has caught two fish and plans to keep going.
Neutral	The man is fishing at the water's edge.	Fishing is a very relaxing hobby for most.
Invalidate	An elderly lady wearing a lampshade and opening presents.	The lady gets some food in the kitchen.
Support	An elderly lady wearing a lampshade and opening presents.	The lady rips off all the wrapping paper.
Neutral	An elderly lady wearing a lampshade and opening presents.	Most people enjoy getting presents.
Invalidate	A statue of a man using a camera.	A man standing infront of camera checking how it is going
Support	A statue of a man using a camera.	It was installed the year before.
Neutral	A statue of a man using a camera.	Pictures are an important way we preserve our memories.
Invalidate	A black dog is standing on the grass.	the dog starts running away when he sees another dog
Support	A black dog is standing on the grass.	the man takes the dog in that spot to have a walk
Neutral	A black dog is standing on the grass.	that was the first dog par opened in town
Invalidate	This man is sitting on the floor holding up and showing the bottom of a teddy bear.	Police approach a suspicious individual kidnapping a child with his doll
Support	This man is sitting on the floor holding up and showing the bottom of a teddy bear.	Unlike the genre there are people who stick to toys infatis
Neutral	This man is sitting on the floor holding up and showing the bottom of a teddy bear.	There are people who like to rest in different places as long as they feel good
Invalidate	A black and tan dog walking through the snow.	The dog eats his lunch inside.
Support	A black and tan dog walking through the snow.	The gets snow all over his feet.
Neutral	A black and tan dog walking through the snow.	Some dogs like snow and other dogs do not.
Invalidate	A little boy sitting in a bungee seat outside by a pier.	The boy gets food in a restaurant.
Support	A little boy sitting in a bungee seat outside by a pier.	The boy thinks about taking off in the seat.
Neutral	A little boy sitting in a bungee seat outside by a pier.	Most kids like carnival rids.
Invalidate	One girl tosses a softball to her team member on base.	The girls eat food at a restaurant.
Support	One girl tosses a softball to her team member on base.	The girl throws the ball hard.
Neutral	One girl tosses a softball to her team member on base.	Most girls play softball growing up.
Invalidate	A young woman in a print and black colored top is utilizing flour and other ingredients to bake in the kitchen.	the meal was eaten by her family
Support	A young woman in a print and black colored top is utilizing flour and other ingredients to bake in the kitchen.	She is practicing in for the baking competition
Neutral	A young woman in a print and black colored top is utilizing flour and other ingredients to bake in the kitchen.	the light is fading out the window
Invalidate	Two people stand next to a sign that says "HELL" made out of stars.	Three people are looking at a sign that says 'Fish'.
Support	Two people stand next to a sign that says "HELL" made out of stars.	The sign they see is very large.
Neutral	Two people stand next to a sign that says "HELL" made out of stars.	The two people were not surprised to see the sign.
Invalidate	A crowd of people views newspaper covers in Washington D.C.	It turns out there is nothing interesting happening in the newspaper this week.
Support	A crowd of people views newspaper covers in Washington D.C.	Everyone is awaiting the results of of the election yesterday.
Neutral	A crowd of people views newspaper covers in Washington D.C.	It is a nice
Invalidate	A dog drops a red disc on a beach.	his owner now drives the car home with him at the back seat
Support	A dog drops a red disc on a beach.	his tail shows how happy he is
Neutral	A dog drops a red disc on a beach.	it is the middle of summer
Invalidate	The young girl on the scooter is getting her picture taken by the photographer.	The girl is happy when she sees her photography.
Support	The young girl on the scooter is getting her picture taken by the photographer.	The girl is happy since the equipment is amazing.
Neutral	The young girl on the scooter is getting her picture taken by the photographer.	Photography taken by a professional photographer will last long.
Invalidate	A woman in a red shirt is standing inside next to a table.	A couple is enjoying a delicious dinner
Support	A woman in a red shirt is standing inside next to a table.	It must be difficult to decorate the dining table
Neutral	A woman in a red shirt is standing inside next to a table.	Nowadays the tables are more personalized
Invalidate	A barber stares into the camera and shows the inside of his shop.	It is a picture the barber took the day before.
Support	A barber stares into the camera and shows the inside of his shop.	The person happy to see barber shop with high system.
Neutral	A barber stares into the camera and shows the inside of his shop.	The barber shop is well maintained and its more quick system.
Invalidate	Two hispanic women and one man unpacking their cart at the grocery store.	The three people cook dinner at home.
Support	Two hispanic women and one man unpacking their cart at the grocery store.	The three people try to empty the cart out quickly.
Neutral	Two hispanic women and one man unpacking their cart at the grocery store.	Most people do not like grocery shopping.
Invalidate	A man and woman against a pink background smile.	The people get food at a restaurant.
Support	A man and woman against a pink background smile.	The people show off all their teeth.
Neutral	A man and woman against a pink background smile.	Most people smile when happy.
Invalidate	Asian people await the arrival of transportation.	Asian people get off the bus
Support	Asian people await the arrival of transportation.	Asian people are waiting for transportation arrival.
Neutral	Asian people await the arrival of transportation.	This bus line goes to the Asian neighbourhood
Invalidate	A man is playing the saxophone.	The man is eating his lunch.
Support	A man is playing the saxophone.	The man seems to like to play the saxophone.
Neutral	A man is playing the saxophone.	The saxophone is a great instrument to be played.
Invalidate	A man is walking towards an orange van.	The man drives the van to his house.
Support	A man is walking towards an orange van.	The man walks as fast as he can.
Neutral	A man is walking towards an orange van.	Walking can be a fun form of exercise.
Invalidate	A crowded cafe with offset square tables.	a girl enetreing the cafe and finds any spot to have a coffee
Support	A crowded cafe with offset square tables.	many people using the cafe to work thanks to the wifi
Neutral	A crowded cafe with offset square tables.	this particular cafe is the best in town because of the fantastic donuts
Invalidate	The man is fishing at the water's edge.	in the night time the man feel asleep. He go back home to take a rest
Support	The man is fishing at the water's edge.	the men catch a fish and he is so happy.
Neutral	The man is fishing at the water's edge.	a lot of men s practice fishing n this days they enjoy it.
Invalidate	Three girls are being loud and going crazy in a restaurant while one girl watches annoyed.	Three girls are at home getting ready for bed.
Support	Three girls are being loud and going crazy in a restaurant while one girl watches annoyed.	The one girl wants to eat her dinner in peace and quiet.
Neutral	Three girls are being loud and going crazy in a restaurant while one girl watches annoyed.	They were at Chili's restaurant.
Invalidate	A black and white dog carrying a large stick	The dog is resting in his dog house.
Support	A black and white dog carrying a large stick	The dog chews on the stick while carrying it.
Neutral	A black and white dog carrying a large stick	Most dogs like to fetch sticks.
Invalidate	Young lady paints another young ladies face outdoors.	She is going to have lunch
Support	Young lady paints another young ladies face outdoors.	She portraits the looks of some famous youth woman's in the surroundings.
Neutral	Young lady paints another young ladies face outdoors.	Portraiting the looks of some famous youth woman's in the surroundings will inspire others to achieve something in life.
Invalidate	A man in a yellow cap is holding up a silver trophy.	The man puts the trophy on a shelf at his house.
Support	A man in a yellow cap is holding up a silver trophy.	The man takes pride in holding the trophy over his head.
Neutral	A man in a yellow cap is holding up a silver trophy.	Many people feel proud when they are honored with a trophy.
Invalidate	A well dressed man speaks into a microphone at a Tech Summit.	The man is taking a cab  to catch a flight after attending tech summit.
Support	A well dressed man speaks into a microphone at a Tech Summit.	After delivering his speech
Neutral	A well dressed man speaks into a microphone at a Tech Summit.	Tech summits are regularly held at least thrice a year in this part of the country.
Invalidate	A man in a black tank top is putting clothes out on the line to dry.	The man eats food in his kitchen.
Support	A man in a black tank top is putting clothes out on the line to dry.	The man tries to hang the clothes in the sun.
Neutral	A man in a black tank top is putting clothes out on the line to dry.	Not many people still air dry their clothes.
Invalidate	A girl jumping into a swimming pool	A girl standing on the floor
Support	A girl jumping into a swimming pool	Her form of jump is beautiful
Neutral	A girl jumping into a swimming pool	This is very interesting to girl
Invalidate	Two yellow dogs running on sand.	Dogs felt itchy and looks dirt after playing in sand for sometime.
Support	Two yellow dogs running on sand.	Dogs are chasing and playing with each other.
Neutral	Two yellow dogs running on sand.	Colored dogs are so cute and adorable.
Invalidate	Three children running and jumping on the ground.	it started raining and the children wnet home
Support	Three children running and jumping on the ground.	it is a sunny day
Neutral	Three children running and jumping on the ground.	the children met in the same spot every day
Invalidate	Two girls perform a chinese dance.	The girls go to a restaurant to eat.
Support	Two girls perform a chinese dance.	The girls dance to the best of their ability.
Neutral	Two girls perform a chinese dance.	Most girls like to dance.
Invalidate	This guy finally ran out of the 100 pound bag of meth he found, he finally comes down from the attic.	The ambulance has been called to pick up a collapsed person in his yard.
Support	This guy finally ran out of the 100 pound bag of meth he found, he finally comes down from the attic.	He is surprisingly calm for the amount of drugs he had ingested.
Neutral	This guy finally ran out of the 100 pound bag of meth he found, he finally comes down from the attic.	No one lives at that house now that it's owner is dead.
Invalidate	A woman in a black dress walks down the sidewalk.	The woman arrived to the party 2 hours late.
Support	A woman in a black dress walks down the sidewalk.	She almost trips up because of her dress as she walks on the sidewalk.
Neutral	A woman in a black dress walks down the sidewalk.	Her dress is beautiful.
Invalidate	A man is popping balloons inside a cubicle using a handmade tool.	The cubicle is closed due to safety concerns.
Support	A man is popping balloons inside a cubicle using a handmade tool.	The popping noise is attracting attention outside the cubicle.
Neutral	A man is popping balloons inside a cubicle using a handmade tool.	Cubicles can be used for many purposes such as to pop balloons.
Invalidate	A person rides a motorbike in a motorcrossing event.	Person fallen beside burning motorcycle
Support	A person rides a motorbike in a motorcrossing event.	The bike is powerful
Neutral	A person rides a motorbike in a motorcrossing event.	Many people ride motorcycles and motorized events
Invalidate	Man in shorts and t-shirt walking and holding a drink in front of an archway.	He drank all of his drink and walked away.
Support	Man in shorts and t-shirt walking and holding a drink in front of an archway.	He is probably going to the office
Neutral	Man in shorts and t-shirt walking and holding a drink in front of an archway.	It felt odd seeing anyone standing next to the archway.
Invalidate	A group of people where some are holding yellow tote bags under trees and a sign that says start.	the people have put their bags down
Support	A group of people where some are holding yellow tote bags under trees and a sign that says start.	They are cheering while they hold the sign
Neutral	A group of people where some are holding yellow tote bags under trees and a sign that says start.	It is very good to cheer for runners
Invalidate	A child with two dolls being handed to an older man with military members surrounding the pair.	the boy is scared of the uniform ans started crying
Support	A child with two dolls being handed to an older man with military members surrounding the pair.	that is the first time the kid sees his father in months
Neutral	A child with two dolls being handed to an older man with military members surrounding the pair.	many other families were there welcoming the military
Invalidate	A skateboarder is skateboarding on a ramp.	There is no one on ramp.
Support	A skateboarder is skateboarding on a ramp.	Skateboarder took a little break of around 20 minutes in between and started again.
Neutral	A skateboarder is skateboarding on a ramp.	I was thinking that I should learn skateboarding.
Invalidate	Two gray dogs jump at each other over the tall grass.	the dogs are eating their meal
Support	Two gray dogs jump at each other over the tall grass.	the dogs are really loving to play with each other
Neutral	Two gray dogs jump at each other over the tall grass.	Dogs really like to play all the time
Invalidate	Two construction workers in a truck as the one in the helmet is about to turn the ignition.	The two worker are heading for lunch.
Support	Two construction workers in a truck as the one in the helmet is about to turn the ignition.	They started their new day of work at the site.
Neutral	Two construction workers in a truck as the one in the helmet is about to turn the ignition.	As they faces the traffic
Invalidate	Three lean, numbered, greyhounds race along a track.	The tired dogs enjoy their hard earned rest.
Support	Three lean, numbered, greyhounds race along a track.	Everyone hopes that the one they be wins
Neutral	Three lean, numbered, greyhounds race along a track.	People like to watch and bet on animal races
Invalidate	A baseball player near home plate.	After done playing baseball
Support	A baseball player near home plate.	The runner makes his way around the block for a winning homerun
Neutral	A baseball player near home plate.	Family and friends gathered for the spring event.
Invalidate	Four men and a woman sit at a conference table covered in a white sheet, with beverages in front of them and one has a microphone.	The persons will take flight to go for a vacation
Support	Four men and a woman sit at a conference table covered in a white sheet, with beverages in front of them and one has a microphone.	When they are attending the meeting for discuss about something
Neutral	Four men and a woman sit at a conference table covered in a white sheet, with beverages in front of them and one has a microphone.	Attending the meeting for discuss about something is good for the development of something.
Invalidate	A group of soldiers is standing together wearing all their gear.	They are patrolling different beats.
Support	A group of soldiers is standing together wearing all their gear.	They have the same equipment and are posing.
Neutral	A group of soldiers is standing together wearing all their gear.	This is a military town.
Invalidate	Several people sit at computers working, in a large room with big windows.	All people go to the cinima
Support	Several people sit at computers working, in a large room with big windows.	Several people like study for computer department.
Neutral	Several people sit at computers working, in a large room with big windows.	Several people take to bed rest at home.
Invalidate	A skateboarder performs while others watch nearby.	It is early in the day and the skatepark is empty
Support	A skateboarder performs while others watch nearby.	The crowd claps after a great trick
Neutral	A skateboarder performs while others watch nearby.	The board has red wheels and white trucks on the bottom
Invalidate	People are transporting pigs on a truck.	The truck is in the garage because it's engine has stopped working.
Support	People are transporting pigs on a truck.	The pigs are squealing in excitement at the prospect of an outing.
Neutral	People are transporting pigs on a truck.	Farm animals are mostly transported in large vehicles such as trucks.
Invalidate	A man in a gray suit locking up a bicycle	The man gets food in a restaurant.
Support	A man in a gray suit locking up a bicycle	The man makes sure the bike is secure.
Neutral	A man in a gray suit locking up a bicycle	Most people see bicycling as a good form of exercise.
Invalidate	A dog swims holding a large stick in his mouth in front of a city skyline.	The animal lies down in his bed.
Support	A dog swims holding a large stick in his mouth in front of a city skyline.	The dog paddles as quickly as he can.
Neutral	A dog swims holding a large stick in his mouth in front of a city skyline.	Most dogs like to play in the water.
Invalidate	Blond woman is being married.	Blond woman is going on a date.
Support	Blond woman is being married.	Blond woman is putting on her veil.
Neutral	Blond woman is being married.	Blond woman is dyed her hair.
Invalidate	A library with a giant painting.	The library only has small paintings now
Support	A library with a giant painting.	The library is known for the large painting.
Neutral	A library with a giant painting.	There are paintings in the library
Invalidate	A crowd of people on the sidewalk with a bus driving by.	A bus exploded wounding a crowd
Support	A crowd of people on the sidewalk with a bus driving by.	The bus is new
Neutral	A crowd of people on the sidewalk with a bus driving by.	A crowd of people usually stand on sidewalks
Invalidate	A young woman photographed mid-jump, in a fenced area.	the woman couldn't reach the top of the fence and had to go back
Support	A young woman photographed mid-jump, in a fenced area.	the woman jumps over
Neutral	A young woman photographed mid-jump, in a fenced area.	a man passing by was surprised of the woman's ability
Invalidate	The family play at the coast in the water.	I go to Grandma's house with the family
Support	The family play at the coast in the water.	It is so much fun playing with the kids on the beach
Neutral	The family play at the coast in the water.	One day a week we would go to the beach with the family
Invalidate	A male wearing a shirt and jean pants trying to fix a barrel.	The man takes a shower at home
Support	A male wearing a shirt and jean pants trying to fix a barrel.	The man has several tools to work on the barrel.
Neutral	A male wearing a shirt and jean pants trying to fix a barrel.	Most men enjoy working on things with tools.
Invalidate	A man and woman getting married.	Man kisses his wife at the first night of their marriage.
Support	A man and woman getting married.	They are getting married in a grand ceremony.
Neutral	A man and woman getting married.	People gets married  in grand ceremony.
Invalidate	People are standing watching something and taking pictures.	The people decide to get some food at a restaurant.
Support	People are standing watching something and taking pictures.	The people enjoy viewing and taking photos.
Neutral	People are standing watching something and taking pictures.	Most people like to take pictures.
Invalidate	A man with a headband sitting on a green bench.	The man is walking home with his dog
Support	A man with a headband sitting on a green bench.	The wind is making the guy's hair move
Neutral	A man with a headband sitting on a green bench.	Going to a park is a great way to relax
Invalidate	Two young men in the snow, walking a dog while holding a red long board.	They are going to have lunch
Support	Two young men in the snow, walking a dog while holding a red long board.	They are riding on the white blossoms with a flat type material without wheels.
Neutral	Two young men in the snow, walking a dog while holding a red long board.	Leisure activities during the fall of flakes of ice crystals precipitation will help to refresh the mind and lead a peaceful life.
Invalidate	Costumed people walk down a Japanese street.	The people eat food at a restaurant.
Support	Costumed people walk down a Japanese street.	The people stride as fast as they can.
Neutral	Costumed people walk down a Japanese street.	Most people like walking down a street.
Invalidate	a young boy pretending to play with an ice sculpture gun	The boy gets some food from the kitchen.
Support	a young boy pretending to play with an ice sculpture gun	The boy pretends to kill his mom.
Neutral	a young boy pretending to play with an ice sculpture gun	Most boys like to pretend.
Invalidate	A man in a hat with a green scooter is standing by the water in a park.	He is riding his  scooty.
Support	A man in a hat with a green scooter is standing by the water in a park.	He is talking from the phone standing  his scooty.
Neutral	A man in a hat with a green scooter is standing by the water in a park.	People use scooty for their small journey.
Invalidate	Several people are seen soaking their clothes.	they were freezing and ran to their cars
Support	Several people are seen soaking their clothes.	they just had a dive into the river
Neutral	Several people are seen soaking their clothes.	many peole passing by asked if they were ok
Invalidate	A young woman with beige pants is walking a dog.	The young woman and the dog go inside when they reach their home.
Support	A young woman with beige pants is walking a dog.	The young woman's dog barks at a cat.
Neutral	A young woman with beige pants is walking a dog.	Walking a dog is a pleasant way to get exercise.
Invalidate	Two women in a street in India, the one pouring something into the other's cup.	She is walking quickly up the stairs.
Support	Two women in a street in India, the one pouring something into the other's cup.	She is pausing for a bit of refreshment.
Neutral	Two women in a street in India, the one pouring something into the other's cup.	The local mayor is running for reelection.
Invalidate	Two young blond women, wearing both gloves and headgear, fight in a boxing ring.	The women recover in the locker room.
Support	Two young blond women, wearing both gloves and headgear, fight in a boxing ring.	The women hit each other multiple times.
Neutral	Two young blond women, wearing both gloves and headgear, fight in a boxing ring.	Boxing is a fun sport to watch.
Invalidate	Two sumo wrestlers competing in a match.	The sport game is over.
Support	Two sumo wrestlers competing in a match.	They growl and grunt at one another while circling.
Neutral	Two sumo wrestlers competing in a match.	Wrestling is a wonderful way to stay fit.
Invalidate	Older gentleman with striped polo smiles as he stand next to a lion sculpture.	The man gets food at a restaurant.
Support	Older gentleman with striped polo smiles as he stand next to a lion sculpture.	The man shows off all his teeth.
Neutral	Older gentleman with striped polo smiles as he stand next to a lion sculpture.	Most people will admire good sculptures.
Invalidate	A woman in a brown puffy jacket is walking across a busy street.	There is no one crossing this busy street.
Support	A woman in a brown puffy jacket is walking across a busy street.	She thinks there should be a crossing area for pedestrians in this busy street.
Neutral	A woman in a brown puffy jacket is walking across a busy street.	Around noon this street is always busy.
Invalidate	A lot of people are gathered in different areas of an old building.	The building is totally empty
Support	A lot of people are gathered in different areas of an old building.	The people gathered are talking in a loud manner
Neutral	A lot of people are gathered in different areas of an old building.	People like to gather in old places
Invalidate	A group of people in red uniform jackets and black pants are standing in straight rows.	people jogging in the ground wearing red unifrom jakets and black pants.
Support	A group of people in red uniform jackets and black pants are standing in straight rows.	A Martial arts master instructing the team about fitness and martial arts.
Neutral	A group of people in red uniform jackets and black pants are standing in straight rows.	Martial arts master's always wants people to stand in straight row.
Invalidate	The boy in the red hoodie is walking on the sidewalk.	The boy gets some food at a restaurant.
Support	The boy in the red hoodie is walking on the sidewalk.	The boy strides as quickly as he can.
Neutral	The boy in the red hoodie is walking on the sidewalk.	Most people see walking as a good form of exercise.
Invalidate	Women dress up and rehearse for a performance.	The last dress used in the rehearsal was simply spectacular.
Support	Women dress up and rehearse for a performance.	The wigs are a bit loose so they added some padding and they should stay in place until they finish.
Neutral	Women dress up and rehearse for a performance.	Shows like this one do require many months of rehearsal.
Invalidate	A smiling child wearing a swimsuit, swim cap, and goggles is sitting on a green chair.	The child jumps into the pool to swim.
Support	A smiling child wearing a swimsuit, swim cap, and goggles is sitting on a green chair.	The child's mom brings over a drink.
Neutral	A smiling child wearing a swimsuit, swim cap, and goggles is sitting on a green chair.	People wear swimwear when they want to go swimming.
Invalidate	Sandy beach, people walking, laying, sitting, a kite is flying.	The atmosphere becomes dark as the night time starts now.
Support	Sandy beach, people walking, laying, sitting, a kite is flying.	Many of the persons are enjoying themselves by doing various fun activities at the sea side area.
Neutral	Sandy beach, people walking, laying, sitting, a kite is flying.	Spending time in a shore of a body of water helps to relax the mind and lead a peaceful life.
Invalidate	A man with a hat is playing the guitar.	He is going to have dinner
Support	A man with a hat is playing the guitar.	Today
Neutral	A man with a hat is playing the guitar.	Playing good music can reach all kinds of peoples and help to achieve a great position in life
Invalidate	A man is a black ninja suit with a mask is playing a guitar.	The man is shopping for a new guitar string to replace the broken one.
Support	A man is a black ninja suit with a mask is playing a guitar.	The masked player is receiving a lot of cheer from the crowd.
Neutral	A man is a black ninja suit with a mask is playing a guitar.	I was a movie about a singer who wore a burka to hide her identity.
Invalidate	A person in a black jacket and light blue pants appears in the air with a custom snowboard.	the jacket wasn't enough to keep the man warm
Support	A person in a black jacket and light blue pants appears in the air with a custom snowboard.	the weather allows the man to have a fantastic time on the slope
Neutral	A person in a black jacket and light blue pants appears in the air with a custom snowboard.	Nowadays 
Invalidate	Man performing, playing an instrument for a crowd.	The man goes to bed.
Support	Man performing, playing an instrument for a crowd.	The man is playing Beethoven.
Neutral	Man performing, playing an instrument for a crowd.	The man also likes to play Bach.
Invalidate	An elderly couple are walking down a beach on a cloudy overcast day.	They are going to bed.
Support	An elderly couple are walking down a beach on a cloudy overcast day.	They are enjoying themselves by spending time on a sea side area.
Neutral	An elderly couple are walking down a beach on a cloudy overcast day.	Leisure activities on the sea side area will help to refresh the mind and stay strong in achieving anything.
Invalidate	There is a little girl running on the beach.	a little girl sleeping on bed
Support	There is a little girl running on the beach.	A  girl play on beach with her pareants
Neutral	There is a little girl running on the beach.	People like running  in beach
Invalidate	A white dog is standing in a pond.	The dog eats food out of his dog bowl.
Support	A white dog is standing in a pond.	The dog doesn't feel like moving at the moment.
Neutral	A white dog is standing in a pond.	Most dogs like to spend time outside.
Invalidate	A pair of athletes are in a kayak equipped with protective gear and oars, rowing down a rapid body of water in a blue and white kayak.	hey had to stop their activity because it started raining
Support	A pair of athletes are in a kayak equipped with protective gear and oars, rowing down a rapid body of water in a blue and white kayak.	that team buinding activity is organized by their company
Neutral	A pair of athletes are in a kayak equipped with protective gear and oars, rowing down a rapid body of water in a blue and white kayak.	I like takes since medicine for what skills your.
Invalidate	A woman in a bikini is talking to a regularly dressed man on a bridge	The woman removes her bikini at her house.
Support	A woman in a bikini is talking to a regularly dressed man on a bridge	The two people discuss a variety of topics.
Neutral	A woman in a bikini is talking to a regularly dressed man on a bridge	Most people enjoy having conversations with others.
Invalidate	A bride and groom share a kiss.	The two people get some food at a restaurant.
Support	A bride and groom share a kiss.	The two people try to make out for 10 seconds.
Neutral	A bride and groom share a kiss.	Most people enjoy kissing their partner.
Invalidate	A few children play outside on a structure made of rope.	A children going to home
Support	A few children play outside on a structure made of rope.	Rope Playing is very dangerous to  child
Neutral	A few children play outside on a structure made of rope.	This is very interesting to children
Invalidate	A few people are on sitting on a train.	The people get off the train.
Support	A few people are on sitting on a train.	The people are relaxing while riding on the train.
Neutral	A few people are on sitting on a train.	Many people find it relaxing to take a train ride.
Invalidate	Two construction workers in green helmets are at work.	They are driving back home.
Support	Two construction workers in green helmets are at work.	They are sweating since the weather is too hot today.
Neutral	Two construction workers in green helmets are at work.	Green helmets for construction workers are not popular since when you think of a construction worker color yellow comes to your mind
Invalidate	Two young boys are climbing over the seat in a vehicle.	Children are eating ice cream.
Support	Two young boys are climbing over the seat in a vehicle.	Boys are unbuckling their seat belts.
Neutral	Two young boys are climbing over the seat in a vehicle.	Children need to behave when they are in the car for their own safety.
Invalidate	Two men playing soccer against each other.	Both men walked home when it was too dark to see.
Support	Two men playing soccer against each other.	The brothers enjoy dribbling the ball up and down the field.
Neutral	Two men playing soccer against each other.	You could still smell the fresh cut grass in the park around the corner.
Invalidate	There is a woman in a blue dress in this picture who appears to be traveling and waiting for a subway to arrive.	The subway train screeches to a hault as it reaches the woman's destination.
Support	There is a woman in a blue dress in this picture who appears to be traveling and waiting for a subway to arrive.	A large crowd waits along side the woman.
Neutral	There is a woman in a blue dress in this picture who appears to be traveling and waiting for a subway to arrive.	Subways are a typical form of travel for residents of major cities.
Invalidate	Group of crosscountry skiers hike up a mountain.	The group gets some food at a restaurant.
Support	Group of crosscountry skiers hike up a mountain.	The recreational competitive winter sport persons from various nations are moving up a natural elevation of the earth's surface.
Neutral	Group of crosscountry skiers hike up a mountain.	Moving up a natural elevation of the earth's surface will help to stay with mindfulness.
Invalidate	A brown dog runs on brown grass.	The dog rests in his dog house.
Support	A brown dog runs on brown grass.	The dog sprints as fast as he can.
Neutral	A brown dog runs on brown grass.	Most dogs enjoy running outside.
Invalidate	A dog jumps high, with its mouth open.	He wags his tail and barks as his owner approaches.
Support	A dog jumps high, with its mouth open.	The dog is trying to catch a Frisbee.
Neutral	A dog jumps high, with its mouth open.	All dogs should wear collars.
Invalidate	An African American man wearing navy blue and red is shooting a basketball.	he changes into white and black clothes at court tshirt
Support	An African American man wearing navy blue and red is shooting a basketball.	somebody has spit on his tshirt while watching the game
Neutral	An African American man wearing navy blue and red is shooting a basketball.	audience shout out on the next basket down
Invalidate	A young boy in a hat is fishing by himself.	A young boy is selling fish.
Support	A young boy in a hat is fishing by himself.	It seems difficult for him to catch the fish now.
Neutral	A young boy in a hat is fishing by himself.	These days
Invalidate	A newsstand clerk is surrounded by her colorful merchandise.	She has stacked all things properly
Support	A newsstand clerk is surrounded by her colorful merchandise.	She is fasinated with the collection
Neutral	A newsstand clerk is surrounded by her colorful merchandise.	Woman love colours and items
Invalidate	A place that looks like a skydiving facility people are putting on helmets.	the strong wind stopped the people from skydiving
Support	A place that looks like a skydiving facility people are putting on helmets.	the group of people are still learning how to skydive
Neutral	A place that looks like a skydiving facility people are putting on helmets.	a sunny day is perfect for skydiving
Invalidate	A chinese family stands outside as the woman looks over produce.	The chinese family is inside.
Support	A chinese family stands outside as the woman looks over produce.	Her family waits for her to pick up a few items as they walk home from the bus stop together
Neutral	A chinese family stands outside as the woman looks over produce.	Food deserts are an all too common issue in cities.
Invalidate	A girl in black hat holding an african american baby.	The girl gets some food from the kitchen.
Support	A girl in black hat holding an african american baby.	The girl makes sure the baby doesn't fall.
Neutral	A girl in black hat holding an african american baby.	Most people enjoy holding babies.
Invalidate	The basketball player is number 21 from Miami.	The player changes number to 20.
Support	The basketball player is number 21 from Miami.	Yes 
Neutral	The basketball player is number 21 from Miami.	I just want to see the game
Invalidate	A man, standing with his back to the camera, films another man, facing him, with white ash trees in the background, working in a notebook.	Video Shooting in movie shooting came out well
Support	A man, standing with his back to the camera, films another man, facing him, with white ash trees in the background, working in a notebook.	The person is taking videos of other person with light grey plants in the behind operating a laptop.
Neutral	A man, standing with his back to the camera, films another man, facing him, with white ash trees in the background, working in a notebook.	Filming movies with how they film are interesting
Invalidate	A man wearing a suit is talking on a cellphone and sitting on a bench.	A man comes home after a long day of work.
Support	A man wearing a suit is talking on a cellphone and sitting on a bench.	He opens a briefcase and flips through some work papers.
Neutral	A man wearing a suit is talking on a cellphone and sitting on a bench.	Business men often eat lunch at this bench.
Invalidate	A woman is cleaning her homemade grill pan.	The woman goes ahead.
Support	A woman is cleaning her homemade grill pan.	The woman cleans as fast as she can.
Neutral	A woman is cleaning her homemade grill pan.	Cleaning a grill keeps the food tasting good.
Invalidate	An African American man wearing navy blue and red is shooting a basketball.	The basketball was stolen and the other team has possession.
Support	An African American man wearing navy blue and red is shooting a basketball.	The shot is a 3-pointer.
Neutral	An African American man wearing navy blue and red is shooting a basketball.	Basketball is a sport that is enjoyed by the players and the audience.
Invalidate	This boy is asking for ice cream to eat in this summer.	The boy has a stomach ache.
Support	This boy is asking for ice cream to eat in this summer.	The boy asks chocolate fudge on his ice cream sundae.
Neutral	This boy is asking for ice cream to eat in this summer.	Ice cream is not a healthy snack.
